College,Course,Category,Allotted_Rank_2020,Allotted_Rank_2021,Allotted_Rank_2022,Allotted_Rank_2023,Allotted_Rank_2024
RUHS College of Dental Science,BDS,SC,62837,73304,51566,110429,110429
RUHS College of Dental Science,BDS,ST,,104838,,100767,100767
RUHS College of Medical Sciences,MBBS,EWS,,2303,3152,3330,3330
RUHS College of Medical Sciences,MBBS,GN,2554,1631,1865,2469,2469
RUHS College of Medical Sciences,MBBS,GN PWD,217356,134710,,405839,405839
RUHS College of Medical Sciences,MBBS,OBC,,2205,393482,3000,3000
RUHS College of Medical Sciences,MBBS,OBC PWD,,,,486895,486895
RUHS College of Medical Sciences,MBBS,SC,9004,22169,23452,20996,20996
RUHS College of Medical Sciences,MBBS,SC PWD,360658,,,,
RUHS College of Medical Sciences,MBBS,ST,32716,25681,26875,25705,25705
Raiganj Government Medical College,MBBS,EWS,,12874,15157,17506,17506
Raiganj Government Medical College,MBBS,EWS PWD,,,,1033883,1033883
Raiganj Government Medical College,MBBS,GN,12019,11760,13869,15868,15868
Raiganj Government Medical College,MBBS,GN PWD,412881,,,,
Raiganj Government Medical College,MBBS,OBC,,12643,14433,16734,16734
Raiganj Government Medical College,MBBS,SC,64607,68739,74065,88012,88012
Raiganj Government Medical College,MBBS,SC PWD,476051,,,,
Raiganj Government Medical College,MBBS,ST,92468,98527,,133235,133235
Raja Rajeswari Medical College Bengaluru,MBBS,EWS,,392714,324840,302267,302267
Raja Rajeswari Medical College Bengaluru,MBBS,GN,607092,715822,687567,1097103,1097103
Raja Rajeswari Medical College Bengaluru,MBBS,OBC,,392580,975620,872716,872716
Raja Rajeswari Medical College Bengaluru,MBBS,SC,,394536,357236,369160,369160
Raja Rajeswari Medical College Bengaluru,MBBS,ST,,353136,327925,,
Rajah Muthiah Dental College and Hos.,BDS,EWS,,25465,32513,37364,37364
Rajah Muthiah Dental College and Hos.,BDS,GN,20780,24939,24324,25593,25593
Rajah Muthiah Dental College and Hos.,BDS,OBC,,26879,29211,33618,33618
Rajah Muthiah Dental College and Hos.,BDS,SC,78153,77156,100808,149265,149265
Rajah Muthiah Dental College and Hos.,BDS,SC PWD,751957,,,,
Rajah Muthiah Dental College and Hos.,BDS,ST,117009,139581,155238,204329,204329
Rajah Muthiah Medical College,MBBS,EWS,,15366,18015,21710,21710
Rajah Muthiah Medical College,MBBS,GN,11833,10517,12698,10846,10846
Rajah Muthiah Medical College,MBBS,GN PWD,,393906,,902797,902797
Rajah Muthiah Medical College,MBBS,OBC,,12003,14403,11703,11703
Rajah Muthiah Medical College,MBBS,OBC PWD,,494846,,,
Rajah Muthiah Medical College,MBBS,SC,69669,75985,79832,89288,89288
Rajah Muthiah Medical College,MBBS,ST,93437,93093,114241,124137,124137
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,MBBS,EWS,,10825,12526,13467,13467
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,MBBS,GN,9708,9085,10409,10491,10491
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,MBBS,GN PWD,275012,369497,421946,,
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,MBBS,OBC,,11913,11740,12420,12420
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,MBBS,SC,56251,62012,67479,73231,73231
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,MBBS,SC PWD,,487152,,,
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,MBBS,ST,88543,89218,101683,112840,112840
Rajiv Gandhi Institute Medical Sce of Adilabad,MBBS,EWS,,13482,14789,19070,19070
Rajiv Gandhi Institute Medical Sce of Adilabad,MBBS,GN,11650,13122,13514,12222,12222
Rajiv Gandhi Institute Medical Sce of Adilabad,MBBS,GN PWD,,431176,,,
Rajiv Gandhi Institute Medical Sce of Adilabad,MBBS,OBC,,13799,14622,13836,13836
Rajiv Gandhi Institute Medical Sce of Adilabad,MBBS,OBC PWD,,,,635069,635069
Rajiv Gandhi Institute Medical Sce of Adilabad,MBBS,SC,63285,71867,82319,93160,93160
Rajiv Gandhi Institute Medical Sce of Adilabad,MBBS,ST,62007,67070,90030,97251,97251
Rajkiya Medical College,MBBS,EWS,,9511,10769,12912,12912
Rajkiya Medical College,MBBS,GN,9579,9463,9962,10723,10723
Rajkiya Medical College,MBBS,GN PWD,296115,,,,
Rajkiya Medical College,MBBS,OBC,,9882,10514,11822,11822
Rajkiya Medical College,MBBS,OBC PWD,,,611354,631927,631927
Rajkiya Medical College,MBBS,SC,55264,56432,66670,69260,69260
Rajkiya Medical College,MBBS,ST,82652,84355,97396,96867,96867
Rajmata shrimati devendra kumari singhdeo government medical college,MBBS,EWS,,,15737,17226,17226
Rajmata shrimati devendra kumari singhdeo government medical college,MBBS,GN,,,13704,15544,15544
Rajmata shrimati devendra kumari singhdeo government medical college,MBBS,GN PWD,,,,835824,835824
Rajmata shrimati devendra kumari singhdeo government medical college,MBBS,OBC,,,15491,17220,17220
Rajmata shrimati devendra kumari singhdeo government medical college,MBBS,SC,,,76953,92551,92551
Rajmata shrimati devendra kumari singhdeo government medical college,MBBS,ST,,,110686,118459,118459
Rangaraya Medical College,MBBS,EWS,,11932,14328,11305,11305
Rangaraya Medical College,MBBS,EWS PWD,,,,454524,454524
Rangaraya Medical College,MBBS,GN,9338,9473,10422,7874,7874
Rangaraya Medical College,MBBS,GN PWD,312984,517309,947290,,
Rangaraya Medical College,MBBS,OBC,,13591,13377,14050,14050
Rangaraya Medical College,MBBS,OBC PWD,,535236,1049025,,
Rangaraya Medical College,MBBS,SC,57642,70089,52055,58931,58931
Rangaraya Medical College,MBBS,ST,55545,70205,86618,89400,89400
Rani Durgavati Medical College,MBBS,EWS,,10494,11726,13092,13092
Rani Durgavati Medical College,MBBS,GN,,10071,10556,10445,10445
Rani Durgavati Medical College,MBBS,OBC,,10573,10846,11452,11452
Rani Durgavati Medical College,MBBS,SC,,60267,67022,74240,74240
Rani Durgavati Medical College,MBBS,SC PWD,,,,508675,508675
Rani Durgavati Medical College,MBBS,ST,,85720,84119,94711,94711
Rural Dental College,BDS,EWS,,725441,725870,839603,839603
Rural Dental College,BDS,GN,815862,760555,808714,865053,865053
Rural Dental College,BDS,OBC,,923400,825634,871786,871786
Rural Dental College,BDS,SC,,523809,764211,868507,868507
Rural Dental College,BDS,ST,,,684272,,
Rural Dental College,MBBS,EWS,,,827813,,
Rural Dental College,MBBS,GN,,,830059,,
Rural Dental College,MBBS,OBC,,,955094,,
Rural Dental College,MBBS,OBC PWD,,,981880,,
Rural Medical College and PIMS,MBBS,EWS,,122010,,661795,661795
Rural Medical College and PIMS,MBBS,GN,88731,701626,,921078,921078
Rural Medical College and PIMS,MBBS,OBC,,127799,,1260101,1260101
Rural Medical College and PIMS,MBBS,SC,,116490,,1225817,1225817
S.C.B. MEDICAL COLL(DENTAL),BDS,EWS,,18194,17951,22414,22414
S.C.B. MEDICAL COLL(DENTAL),BDS,GN,14364,,,15943,15943
S.C.B. MEDICAL COLL(DENTAL),BDS,GN PWD,416290,,,,
S.C.B. MEDICAL COLL(DENTAL),BDS,OBC,,21851,22539,18305,18305
S.C.B. MEDICAL COLL(DENTAL),BDS,SC,80753,85727,96076,,
S.C.B. MEDICAL COLL(DENTAL),BDS,ST,103419,138185,,180231,180231
S.C.B. MEDICAL COLLEGE,MBBS,EWS,,2518,6189,6574,6574
S.C.B. MEDICAL COLLEGE,MBBS,EWS PWD,,579753,,,
S.C.B. MEDICAL COLLEGE,MBBS,GN,2685,1923,2285,3208,3208
S.C.B. MEDICAL COLLEGE,MBBS,GN PWD,218120,139431,292475,262150,262150
S.C.B. MEDICAL COLLEGE,MBBS,OBC,,3448,4059,4930,4930
S.C.B. MEDICAL COLLEGE,MBBS,OBC PWD,,,516072,,
S.C.B. MEDICAL COLLEGE,MBBS,SC,23104,21404,33752,32058,32058
S.C.B. MEDICAL COLLEGE,MBBS,SC PWD,,,,743412,743412
S.C.B. MEDICAL COLLEGE,MBBS,ST,65337,75886,83714,60909,60909
S.M.S. MEDICAL COLLEGE,MBBS,EWS,,1496,1518,1637,1637
S.M.S. MEDICAL COLLEGE,MBBS,GN,1212,718,829,1031,1031
S.M.S. MEDICAL COLLEGE,MBBS,GN PWD,100817,,234147,,
S.M.S. MEDICAL COLLEGE,MBBS,OBC,,1554,1440,1520,1520
S.M.S. MEDICAL COLLEGE,MBBS,OBC PWD,,123301,,,
S.M.S. MEDICAL COLLEGE,MBBS,SC,8454,15157,13843,14016,14016
S.M.S. MEDICAL COLLEGE,MBBS,SC PWD,,,,416629,416629
S.M.S. MEDICAL COLLEGE,MBBS,ST,9253,17507,16234,17958,17958
S.N. MEDICAL COLLEGE,MBBS,EWS,,5113,5351,6354,6354
S.N. MEDICAL COLLEGE,MBBS,GN,5252,4003,4026,4354,4354
S.N. MEDICAL COLLEGE,MBBS,GN PWD,,,270896,,
S.N. MEDICAL COLLEGE,MBBS,OBC,,5707,6246,5761,5761
S.N. MEDICAL COLLEGE,MBBS,OBC PWD,,230974,,418303,418303
S.N. MEDICAL COLLEGE,MBBS,SC,39459,38889,45088,38840,38840
S.N. MEDICAL COLLEGE,MBBS,ST,57080,54521,74481,60393,60393
S.S. MEDICAL COLLEGE,MBBS,EWS,,8331,9551,9139,9139
S.S. MEDICAL COLLEGE,MBBS,EWS PWD,,,574943,,
S.S. MEDICAL COLLEGE,MBBS,GN,8870,7548,7576,7920,7920
S.S. MEDICAL COLLEGE,MBBS,GN PWD,372443,,,700210,700210
S.S. MEDICAL COLLEGE,MBBS,OBC,,9131,9819,9754,9754
S.S. MEDICAL COLLEGE,MBBS,OBC PWD,,,895220,785986,785986
S.S. MEDICAL COLLEGE,MBBS,SC,57538,56499,59844,62941,62941
S.S. MEDICAL COLLEGE,MBBS,ST,70404,73086,87687,91701,91701
SARDAR PATEL MEDICAL COLLEGE,MBBS,EWS,,2532,3117,4809,4809
SARDAR PATEL MEDICAL COLLEGE,MBBS,EWS PWD,,412277,,469580,469580
SARDAR PATEL MEDICAL COLLEGE,MBBS,GN,2705,2200,2161,2585,2585
SARDAR PATEL MEDICAL COLLEGE,MBBS,GN PWD,173886,,,,
SARDAR PATEL MEDICAL COLLEGE,MBBS,OBC,,2406,2686,3636,3636
SARDAR PATEL MEDICAL COLLEGE,MBBS,OBC PWD,,85893,466174,488017,488017
SARDAR PATEL MEDICAL COLLEGE,MBBS,SC,24032,21041,26303,23128,23128
SARDAR PATEL MEDICAL COLLEGE,MBBS,SC PWD,,509747,,,
SARDAR PATEL MEDICAL COLLEGE,MBBS,ST,36513,29033,32468,37258,37258
SARDAR PATEL MEDICAL COLLEGE,MBBS,ST PWD,,735149,,,
SATHYABAMA UNIV. Dental College and Hospt. Chennai,BDS,EWS,,566583,342746,858693,858693
SATHYABAMA UNIV. Dental College and Hospt. Chennai,BDS,GN,800556,499328,422796,1103211,1103211
SATHYABAMA UNIV. Dental College and Hospt. Chennai,BDS,OBC,,698309,1055611,1383470,1383470
SATHYABAMA UNIV. Dental College and Hospt. Chennai,BDS,SC,,388538,,1361654,1361654
SBKS Med. Inst. and Res. Centre,MBBS,EWS,,244075,679479,587902,587902
SBKS Med. Inst. and Res. Centre,MBBS,GN,644014,612739,724939,1121781,1121781
SBKS Med. Inst. and Res. Centre,MBBS,OBC,,323979,650467,265846,265846
SBKS Med. Inst. and Res. Centre,MBBS,SC,,,560255,991286,991286
SBKS Med. Inst. and Res. Centre,MBBS,ST,,,120834,,
SDU Medical College,MBBS,EWS,,134016,190262,178506,178506
SDU Medical College,MBBS,GN,437422,143668,846917,1121764,1121764
SDU Medical College,MBBS,OBC,,134764,539898,1387310,1387310
SDU Medical College,MBBS,SC,,,,1309701,1309701
SDU Medical College,MBBS,ST,,,159570,1330977,1330977
SETH G.S. MEDICAL COLLEGE,MBBS,EWS,,1894,2086,3387,3387
SETH G.S. MEDICAL COLLEGE,MBBS,EWS PWD,,,562089,,
SETH G.S. MEDICAL COLLEGE,MBBS,GN,935,539,697,1010,1010
SETH G.S. MEDICAL COLLEGE,MBBS,GN PWD,88062,105249,,185845,185845
SETH G.S. MEDICAL COLLEGE,MBBS,OBC,,2182,2691,2163,2163
SETH G.S. MEDICAL COLLEGE,MBBS,OBC PWD,,126474,231630,196142,196142
SETH G.S. MEDICAL COLLEGE,MBBS,SC,10452,13796,18045,16607,16607
SETH G.S. MEDICAL COLLEGE,MBBS,ST,26559,39832,56190,29866,29866
SH VASANT RAO NAIK GOVT.M.C.,MBBS,EWS,,12172,14482,16483,16483
SH VASANT RAO NAIK GOVT.M.C.,MBBS,EWS PWD,,,,322621,322621
SH VASANT RAO NAIK GOVT.M.C.,MBBS,GN,11515,11389,13108,13794,13794
SH VASANT RAO NAIK GOVT.M.C.,MBBS,GN PWD,372131,321745,,,
SH VASANT RAO NAIK GOVT.M.C.,MBBS,OBC,,12895,13493,14685,14685
SH VASANT RAO NAIK GOVT.M.C.,MBBS,OBC PWD,,,539480,,
SH VASANT RAO NAIK GOVT.M.C.,MBBS,SC,52729,69587,75581,85039,85039
SH VASANT RAO NAIK GOVT.M.C.,MBBS,SC PWD,434683,,,,
SH VASANT RAO NAIK GOVT.M.C.,MBBS,ST,86920,94410,112281,116131,116131
SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL,MBBS,EWS,,,12421,14731,14731
SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL,MBBS,GN,,,11435,11293,11293
SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL,MBBS,OBC,,,13721,12778,12778
SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL,MBBS,SC,,,73848,66416,66416
SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL,MBBS,ST,,,100632,105027,105027
SHIMOGA INST. OF MEDICAL SCI.,MBBS,EWS,,12137,15037,16090,16090
SHIMOGA INST. OF MEDICAL SCI.,MBBS,EWS PWD,,,,901507,901507
SHIMOGA INST. OF MEDICAL SCI.,MBBS,GN,8972,9776,10808,9163,9163
SHIMOGA INST. OF MEDICAL SCI.,MBBS,GN PWD,220663,,,303007,303007
SHIMOGA INST. OF MEDICAL SCI.,MBBS,OBC,,12474,13214,13238,13238
SHIMOGA INST. OF MEDICAL SCI.,MBBS,OBC PWD,,479961,,,
SHIMOGA INST. OF MEDICAL SCI.,MBBS,SC,60879,65819,64944,79478,79478
SHIMOGA INST. OF MEDICAL SCI.,MBBS,SC PWD,,,554671,610028,610028
SHIMOGA INST. OF MEDICAL SCI.,MBBS,ST,61970,25855,77693,62370,62370
SHIMOGA INST. OF MEDICAL SCI.,MBBS,ST PWD,,,,878708,878708
SHKM GMC,MBBS,EWS,,10133,12968,13683,13683
SHKM GMC,MBBS,GN,7161,8647,9924,9670,9670
SHKM GMC,MBBS,GN PWD,346885,,,,
SHKM GMC,MBBS,OBC,,10451,12134,12610,12610
SHKM GMC,MBBS,OBC PWD,,,512099,751381,751381
SHKM GMC,MBBS,SC,45065,56197,64113,65487,65487
SHKM GMC,MBBS,ST,70503,84043,94831,112689,112689
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,MBBS,EWS,,,12804,12107,12107
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,MBBS,GN,,,8884,8460,8460
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,MBBS,GN PWD,,,550129,,
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,MBBS,OBC,,,11804,11488,11488
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,MBBS,SC,,,63513,50111,50111
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,MBBS,ST,,,96730,78756,78756
SHRI BHAUSAHEB HIRE GOVT. M.C.,MBBS,EWS,,11696,14044,15894,15894
SHRI BHAUSAHEB HIRE GOVT. M.C.,MBBS,GN,11175,10610,11771,11896,11896
SHRI BHAUSAHEB HIRE GOVT. M.C.,MBBS,GN PWD,377764,,651897,,
SHRI BHAUSAHEB HIRE GOVT. M.C.,MBBS,OBC,,12308,12846,13947,13947
SHRI BHAUSAHEB HIRE GOVT. M.C.,MBBS,SC,59870,68835,74090,78348,78348
SHRI BHAUSAHEB HIRE GOVT. M.C.,MBBS,SC PWD,,,,1028453,1028453
SHRI BHAUSAHEB HIRE GOVT. M.C.,MBBS,ST,87588,92537,104425,94665,94665
SHRI BHAUSAHEB HIRE GOVT. M.C.,MBBS,ST PWD,,,,984561,984561
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,MBBS,EWS,,8323,6760,6783,6783
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,MBBS,GN,,5755,5960,6167,6167
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,MBBS,OBC,,6286,6652,7025,7025
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,MBBS,OBC PWD,,357611,,647815,647815
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,MBBS,SC,,43667,48310,44195,44195
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,MBBS,SC PWD,,,645197,,
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,MBBS,ST,,62518,63701,66724,66724
SILCHAR MEDICAL COLLEGE,MBBS,EWS,,13485,14871,18234,18234
SILCHAR MEDICAL COLLEGE,MBBS,GN,11420,11236,13096,14334,14334
SILCHAR MEDICAL COLLEGE,MBBS,GN PWD,446769,,,,
SILCHAR MEDICAL COLLEGE,MBBS,OBC,,13849,14988,15593,15593
SILCHAR MEDICAL COLLEGE,MBBS,OBC PWD,,,859042,887069,887069
SILCHAR MEDICAL COLLEGE,MBBS,SC,60046,70593,74877,58087,58087
SILCHAR MEDICAL COLLEGE,MBBS,SC PWD,665665,,,1219805,1219805
SILCHAR MEDICAL COLLEGE,MBBS,ST,87665,88655,96975,99762,99762
SKIMS Medical College,MBBS,EWS,,,12355,14193,14193
SKIMS Medical College,MBBS,GN,,,8665,7498,7498
SKIMS Medical College,MBBS,OBC,,,11622,13098,13098
SKIMS Medical College,MBBS,OBC PWD,,,621837,,
SKIMS Medical College,MBBS,SC,,,66643,74417,74417
SKIMS Medical College,MBBS,ST,,,65592,49268,49268
SLBS Govt. Medical College,MBBS,EWS,,65251,36985,32008,32008
SLBS Govt. Medical College,MBBS,GN,,44691,23034,26331,26331
SLBS Govt. Medical College,MBBS,OBC,,66499,43310,34551,34551
SLBS Govt. Medical College,MBBS,SC,,161102,162755,160318,160318
SLBS Govt. Medical College,MBBS,SC PWD,,465035,,,
SLBS Govt. Medical College,MBBS,ST,,462722,85817,372773,372773
"SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE &
RESEARCH",MBBS,EWS,,,13948,11938,11938
"SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE &
RESEARCH",MBBS,GN,,,11094,10713,10713
"SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE &
RESEARCH",MBBS,OBC,,,13246,12603,12603
"SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE &
RESEARCH",MBBS,SC,,,65155,73426,73426
"SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE &
RESEARCH",MBBS,ST,,,109955,116888,116888
SRI KRISHNA MEDICAL COLLEGE,MBBS,EWS,,8144,9605,12640,12640
SRI KRISHNA MEDICAL COLLEGE,MBBS,EWS PWD,,152521,,,
SRI KRISHNA MEDICAL COLLEGE,MBBS,GN,9028,7361,8304,9639,9639
SRI KRISHNA MEDICAL COLLEGE,MBBS,GN PWD,245012,,379034,,
SRI KRISHNA MEDICAL COLLEGE,MBBS,OBC,,9223,9581,10048,10048
SRI KRISHNA MEDICAL COLLEGE,MBBS,OBC PWD,,,,591909,591909
SRI KRISHNA MEDICAL COLLEGE,MBBS,SC,52059,63161,60105,77729,77729
SRI KRISHNA MEDICAL COLLEGE,MBBS,SC PWD,298800,,,,
SRI KRISHNA MEDICAL COLLEGE,MBBS,ST,73548,81261,99764,105329,105329
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,MBBS,EWS,,,663662,605560,605560
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,MBBS,GN,,763224,669486,617590,617590
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,MBBS,OBC,,919741,670047,1391199,1391199
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,MBBS,SC,,898418,611759,613710,613710
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,MBBS,ST,,921029,464555,589013,589013
SRM Dental College,BDS,EWS,,727328,200089,,
SRM Dental College,BDS,GN,804452,760240,854631,870670,870670
SRM Dental College,BDS,OBC,,921297,1051574,883250,883250
SRM Dental College,BDS,SC,,860902,1037673,882914,882914
SRM Dental College,BDS,ST,,288498,965666,693947,693947
"SRM Katt. Dental College and Hospt.
Chennai",BDS,GN,808941,731378,,,
"SRM Katt. Dental College and Hospt.
Chennai",BDS,OBC,,867104,,,
"SRM Katt. Dental College and Hospt.
Chennai",BDS,SC,,828012,,,
"SRM Katt. Dental College and Hospt.
Chennai",BDS,ST,,797868,,,
SRM Katt. Dental College and Hospt. Chennai,BDS,EWS,,,689505,974587,974587
SRM Katt. Dental College and Hospt. Chennai,BDS,GN,,,771806,907428,907428
SRM Katt. Dental College and Hospt. Chennai,BDS,OBC,,,983763,980273,980273
SRM Katt. Dental College and Hospt. Chennai,BDS,SC,,,953831,957493,957493
SRM Katt. Dental College and Hospt. Chennai,BDS,ST,,,592280,902899,902899
SRM Medical College and Hospital,MBBS,EWS,,,541283,592075,592075
SRM Medical College and Hospital,MBBS,GN,,,597218,1065799,1065799
SRM Medical College and Hospital,MBBS,OBC,,,595247,631074,631074
SRM Medical College and Hospital,MBBS,SC,,,578561,621289,621289
SRM Medical College and Hospital,MBBS,ST,,,,565471,565471
STANLEY MEDICAL COLLEGE,MBBS,EWS,,5939,7535,6986,6986
STANLEY MEDICAL COLLEGE,MBBS,GN,2258,1219,1778,2121,2121
STANLEY MEDICAL COLLEGE,MBBS,GN PWD,230865,205009,657909,,
STANLEY MEDICAL COLLEGE,MBBS,OBC,,2280,3192,2919,2919
STANLEY MEDICAL COLLEGE,MBBS,OBC PWD,,,,457003,457003
STANLEY MEDICAL COLLEGE,MBBS,SC,14715,22546,20136,15879,15879
STANLEY MEDICAL COLLEGE,MBBS,SC PWD,,,736495,578758,578758
STANLEY MEDICAL COLLEGE,MBBS,ST,55194,63142,72403,58707,58707
SUH Maulana Mahmood Hasan Medical College,MBBS,EWS,,9033,10245,10559,10559
SUH Maulana Mahmood Hasan Medical College,MBBS,GN,8707,8125,9005,7160,7160
SUH Maulana Mahmood Hasan Medical College,MBBS,OBC,,9229,10073,11425,11425
SUH Maulana Mahmood Hasan Medical College,MBBS,OBC PWD,,360285,,,
SUH Maulana Mahmood Hasan Medical College,MBBS,SC,52110,55601,60194,67467,67467
SUH Maulana Mahmood Hasan Medical College,MBBS,ST,80828,71661,90998,103487,103487
SVIMS - Sri Padmavathi Medical College for Women,MBBS,EWS,,14409,15757,18779,18779
SVIMS - Sri Padmavathi Medical College for Women,MBBS,GN,10688,10786,13364,14517,14517
SVIMS - Sri Padmavathi Medical College for Women,MBBS,GN PWD,397362,,570579,622979,622979
SVIMS - Sri Padmavathi Medical College for Women,MBBS,OBC,,13808,14681,16852,16852
SVIMS - Sri Padmavathi Medical College for Women,MBBS,OBC PWD,,,956715,784572,784572
SVIMS - Sri Padmavathi Medical College for Women,MBBS,SC,63706,77009,80238,99906,99906
SVIMS - Sri Padmavathi Medical College for Women,MBBS,ST,60614,92208,96149,115648,115648
SWAMI RAMANAND TiRTH RURAL M.C,MBBS,EWS,,11904,14277,14802,14802
SWAMI RAMANAND TiRTH RURAL M.C,MBBS,EWS PWD,,430786,,,
SWAMI RAMANAND TiRTH RURAL M.C,MBBS,GN,11565,11628,12321,12112,12112
SWAMI RAMANAND TiRTH RURAL M.C,MBBS,GN PWD,314648,,,,
SWAMI RAMANAND TiRTH RURAL M.C,MBBS,OBC,,12494,12756,13795,13795
SWAMI RAMANAND TiRTH RURAL M.C,MBBS,OBC PWD,,412538,,848842,848842
SWAMI RAMANAND TiRTH RURAL M.C,MBBS,SC,62324,68859,70528,83829,83829
SWAMI RAMANAND TiRTH RURAL M.C,MBBS,SC PWD,,483009,754705,,
SWAMI RAMANAND TiRTH RURAL M.C,MBBS,ST,81738,96572,109946,113493,113493
SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,MBBS,EWS,,46807,56548,578578,578578
SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,MBBS,GN,657447,600639,593517,664001,664001
SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,MBBS,OBC,,45565,587570,416441,416441
Sagar Dutta Medical College & Hospital,MBBS,EWS,,7493,8179,9498,9498
Sagar Dutta Medical College & Hospital,MBBS,GN,6874,5921,6155,7347,7347
Sagar Dutta Medical College & Hospital,MBBS,GN PWD,318324,254179,,,
Sagar Dutta Medical College & Hospital,MBBS,OBC,,7695,8019,9142,9142
Sagar Dutta Medical College & Hospital,MBBS,OBC PWD,,,896872,670020,670020
Sagar Dutta Medical College & Hospital,MBBS,SC,52636,40540,52045,52253,52253
Sagar Dutta Medical College & Hospital,MBBS,ST,74086,66947,97627,100993,100993
Saheed Laxman Nayak Med. College and Hos.,MBBS,EWS,,13478,15559,18161,18161
Saheed Laxman Nayak Med. College and Hos.,MBBS,GN,12131,12759,14181,16229,16229
Saheed Laxman Nayak Med. College and Hos.,MBBS,GN PWD,,,696215,,
Saheed Laxman Nayak Med. College and Hos.,MBBS,OBC,,13419,15445,17760,17760
Saheed Laxman Nayak Med. College and Hos.,MBBS,SC,63710,61323,72010,73622,73622
Saheed Laxman Nayak Med. College and Hos.,MBBS,ST,85418,99434,,121507,121507
Saheed Rendo Majhi Medical College & Hospital,MBBS,EWS,,,,20267,20267
Saheed Rendo Majhi Medical College & Hospital,MBBS,GN,,,,17313,17313
Saheed Rendo Majhi Medical College & Hospital,MBBS,OBC,,,,18855,18855
Saheed Rendo Majhi Medical College & Hospital,MBBS,SC,,,,92804,92804
Saheed Rendo Majhi Medical College & Hospital,MBBS,ST,,,,130952,130952
Santosh Dental College and Hospital,BDS,EWS,,727239,568516,1129540,1129540
Santosh Dental College and Hospital,BDS,GN,812463,746275,834093,1162095,1162095
Santosh Dental College and Hospital,BDS,OBC,,880565,990589,1191847,1191847
Santosh Dental College and Hospital,BDS,SC,,906421,1011413,1189305,1189305
Santosh Dental College and Hospital,BDS,ST,,319840,258963,242140,242140
Santosh Dental College and Hospital,MBBS,EWS,,,575643,529961,529961
Santosh Dental College and Hospital,MBBS,GN,,,606742,1139801,1139801
Santosh Dental College and Hospital,MBBS,OBC,,,781045,1359308,1359308
Santosh Dental College and Hospital,MBBS,SC,,,600224,1389388,1389388
Santosh Dental College and Hospital,MBBS,ST,,,582691,,
Santosh Medical College and Hospital,MBBS,EWS,,592913,,,
Santosh Medical College and Hospital,MBBS,GN,443318,613383,,,
Santosh Medical College and Hospital,MBBS,OBC,,611729,,,
Santosh Medical College and Hospital,MBBS,SC,,563706,,,
Santosh Medical College and Hospital,MBBS,ST,,532651,,,
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,MBBS,EWS,,,15567,18816,18816
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,MBBS,GN,,,14761,15088,15088
