College,Course,Category,Allotted_Rank_2020,Allotted_Rank_2021,Allotted_Rank_2022,Allotted_Rank_2023,Allotted_Rank_2024
GAJRA RAJA MEDICAL COLLEGE,MBBS,OBC PWD,,,849698,,
GAJRA RAJA MEDICAL COLLEGE,MBBS,SC,,,53020,47901,47901
GAJRA RAJA MEDICAL COLLEGE,MBBS,SC PWD,,,774012,,
GAJRA RAJA MEDICAL COLLEGE,MBBS,ST,,,78043,68219,68219
GANDHI MEDICAL COLLEGE,MBBS,EWS,,5931,7177,6050,6050
GANDHI MEDICAL COLLEGE,MBBS,GN,4298,4095,4748,4668,4668
GANDHI MEDICAL COLLEGE,MBBS,GN PWD,292121,198700,303562,559218,559218
GANDHI MEDICAL COLLEGE,MBBS,OBC,,5986,6724,6687,6687
GANDHI MEDICAL COLLEGE,MBBS,OBC PWD,,285905,,,
GANDHI MEDICAL COLLEGE,MBBS,SC,37007,48646,46622,45971,45971
GANDHI MEDICAL COLLEGE,MBBS,ST,59900,68762,65795,60630,60630
GDC,BDS,EWS,,20811,27258,33713,33713
GDC,BDS,GN,16276,18537,24081,28090,28090
GDC,BDS,OBC,,24048,28749,32826,32826
GDC,BDS,SC,77021,81880,92907,98302,98302
GDC,BDS,ST,96054,127267,120292,163064,163064
GHARWALE GOVT.MED SCI &RESEARCH,MBBS,EWS,,11067,,,
GHARWALE GOVT.MED SCI &RESEARCH,MBBS,GN,10160,9404,,,
GHARWALE GOVT.MED SCI &RESEARCH,MBBS,GN PWD,309913,,,,
GHARWALE GOVT.MED SCI &RESEARCH,MBBS,OBC,,11073,,,
GHARWALE GOVT.MED SCI &RESEARCH,MBBS,SC,53907,62218,,,
GHARWALE GOVT.MED SCI &RESEARCH,MBBS,ST,62384,93939,,,
GITAM Institue of Med. Sce. and Res.,MBBS,EWS,,511143,831286,584592,584592
GITAM Institue of Med. Sce. and Res.,MBBS,GN,528716,600273,865960,874883,874883
GITAM Institue of Med. Sce. and Res.,MBBS,OBC,,601233,595240,824546,824546
GITAM Institue of Med. Sce. and Res.,MBBS,SC,,560210,570506,871427,871427
GITAM Institue of Med. Sce. and Res.,MBBS,ST,,553241,341400,676045,676045
GMC,MBBS,EWS,,8999,8237,12050,12050
GMC,MBBS,EWS PWD,,,311188,1076270,1076270
GMC,MBBS,GN,3115,5598,7035,4435,4435
GMC,MBBS,GN PWD,221533,,,449626,449626
GMC,MBBS,OBC,,6308,8249,5513,5513
GMC,MBBS,OBC PWD,,,566673,660143,660143
GMC,MBBS,SC,48349,54858,58214,69174,69174
GMC,MBBS,ST,62739,82169,83788,79666,79666
GMC DAUSA RAJASTHAN,MBBS,EWS,,,,13740,13740
GMC DAUSA RAJASTHAN,MBBS,GN,,,,9096,9096
GMC DAUSA RAJASTHAN,MBBS,OBC,,,,10849,10849
GMC DAUSA RAJASTHAN,MBBS,SC,,,,52207,52207
GMC DAUSA RAJASTHAN,MBBS,ST,,,,51245,51245
GMC Jangaon,MBBS,EWS,,,,17471,17471
GMC Jangaon,MBBS,GN,,,,17193,17193
GMC Jangaon,MBBS,GN PWD,,,,737003,737003
GMC Jangaon,MBBS,OBC,,,,18471,18471
GMC Jangaon,MBBS,SC,,,,95156,95156
GMC Jangaon,MBBS,ST,,,,119002,119002
GMC KARAULI,MBBS,EWS,,,,12077,12077
GMC KARAULI,MBBS,EWS PWD,,,,919550,919550
GMC KARAULI,MBBS,GN,,,,10145,10145
GMC KARAULI,MBBS,GN PWD,,,,461302,461302
GMC KARAULI,MBBS,OBC,,,,12142,12142
GMC KARAULI,MBBS,SC,,,,71568,71568
GMC KARAULI,MBBS,ST,,,,94142,94142
GMC Kamareddy,MBBS,EWS,,,,21702,21702
GMC Kamareddy,MBBS,GN,,,,18539,18539
GMC Kamareddy,MBBS,OBC,,,,19151,19151
GMC Kamareddy,MBBS,SC,,,,88306,88306
GMC Kamareddy,MBBS,ST,,,,124924,124924
GMERS Medical College,MBBS,EWS,,,14616,18633,18633
GMERS Medical College,MBBS,GN,,,13158,12664,12664
GMERS Medical College,MBBS,GN PWD,,,,777291,777291
GMERS Medical College,MBBS,OBC,,,14990,16894,16894
GMERS Medical College,MBBS,OBC PWD,,,,907589,907589
GMERS Medical College,MBBS,SC,,,77524,76353,76353
GMERS Medical College,MBBS,SC PWD,,,,1346762,1346762
GMERS Medical College,MBBS,ST,,,108634,103410,103410
GOA DENTAL COLLEGE & HOSPITAL,BDS,EWS,,23348,27783,34788,34788
GOA DENTAL COLLEGE & HOSPITAL,BDS,GN,19037,22831,25810,27586,27586
GOA DENTAL COLLEGE & HOSPITAL,BDS,OBC,,24636,26490,34866,34866
GOA DENTAL COLLEGE & HOSPITAL,BDS,SC,85838,90952,90764,135810,135810
GOA DENTAL COLLEGE & HOSPITAL,BDS,ST,98060,136500,140305,201544,201544
GOA MEDICAL COLLEGE,MBBS,EWS,,8838,9190,8467,8467
GOA MEDICAL COLLEGE,MBBS,EWS PWD,,,,729407,729407
GOA MEDICAL COLLEGE,MBBS,GN,6412,6218,5832,6717,6717
GOA MEDICAL COLLEGE,MBBS,GN PWD,299544,,,591519,591519
GOA MEDICAL COLLEGE,MBBS,OBC,,8106,9403,10898,10898
GOA MEDICAL COLLEGE,MBBS,OBC PWD,,400923,726652,,
GOA MEDICAL COLLEGE,MBBS,SC,43650,54661,58525,53298,53298
GOA MEDICAL COLLEGE,MBBS,SC PWD,,,,609343,609343
GOA MEDICAL COLLEGE,MBBS,ST,70862,85708,94401,92070,92070
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,MBBS,EWS,,13035,15016,17083,17083
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,MBBS,GN,,10977,11960,13638,13638
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,MBBS,GN PWD,,337926,,,
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,MBBS,OBC,,12692,14419,15183,15183
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,MBBS,OBC PWD,,,879218,,
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,MBBS,SC,,63459,75359,82851,82851
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,MBBS,ST,,81998,75890,107309,107309
GOVERNMENT MEDICAL COLLEGE,MBBS,EWS,,10623,5632,5437,5437
GOVERNMENT MEDICAL COLLEGE,MBBS,EWS PWD,,400305,762193,348805,348805
GOVERNMENT MEDICAL COLLEGE,MBBS,GN,9862,9465,3387,3080,3080
GOVERNMENT MEDICAL COLLEGE,MBBS,GN PWD,308889,105993,621608,374198,374198
GOVERNMENT MEDICAL COLLEGE,MBBS,OBC,,11720,5776,5353,5353
GOVERNMENT MEDICAL COLLEGE,MBBS,OBC PWD,,393826,717931,256928,256928
GOVERNMENT MEDICAL COLLEGE,MBBS,SC,53037,62832,40057,34214,34214
GOVERNMENT MEDICAL COLLEGE,MBBS,SC PWD,556137,420990,,943643,943643
GOVERNMENT MEDICAL COLLEGE,MBBS,ST,82369,85415,65293,52501,52501
GOVERNMENT MEDICAL COLLEGE,MBBS,ST PWD,535203,,,781469,781469
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,MBBS,EWS,,12896,14474,15646,15646
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,MBBS,GN,,12112,13470,13955,13955
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,MBBS,OBC,,13121,14688,15698,15698
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,MBBS,OBC PWD,,278336,,882597,882597
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,MBBS,SC,,70279,76959,83282,83282
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,MBBS,ST,,93381,,123964,123964
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,EWS,,904,1006,1770,1770
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,GN,634,455,313,778,778
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,GN PWD,46877,37720,54634,,
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,OBC,,1480,1508,1754,1754
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,OBC PWD,,92546,,328843,328843
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,SC,6866,11473,4831,10357,10357
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,ST,14498,35620,17953,24807,24807
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,MBBS,EWS,,,,21439,21439
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,MBBS,GN,,,,17003,17003
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,MBBS,OBC,,,,18992,18992
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,MBBS,SC,,,,100376,100376
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,MBBS,ST,,,,127748,127748
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,MBBS,EWS,,,,22561,22561
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,MBBS,GN,,,,17942,17942
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,MBBS,OBC,,,,18877,18877
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,MBBS,OBC PWD,,,,963813,963813
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,MBBS,SC,,,,99889,99889
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,MBBS,ST,,,,132379,132379
GOVERNMENT MEDICAL COLLEGE NANDYAL,MBBS,EWS,,,,21722,21722
GOVERNMENT MEDICAL COLLEGE NANDYAL,MBBS,GN,,,,18164,18164
GOVERNMENT MEDICAL COLLEGE NANDYAL,MBBS,GN PWD,,,,863726,863726
GOVERNMENT MEDICAL COLLEGE NANDYAL,MBBS,OBC,,,,19261,19261
GOVERNMENT MEDICAL COLLEGE NANDYAL,MBBS,SC,,,,98531,98531
GOVERNMENT MEDICAL COLLEGE NANDYAL,MBBS,SC PWD,,,,1190658,1190658
GOVERNMENT MEDICAL COLLEGE NANDYAL,MBBS,ST,,,,132340,132340
GOVERNMENT MEDICAL COLLEGE PURNEA,MBBS,EWS,,,,14328,14328
GOVERNMENT MEDICAL COLLEGE PURNEA,MBBS,GN,,,,14249,14249
GOVERNMENT MEDICAL COLLEGE PURNEA,MBBS,GN PWD,,,,666481,666481
GOVERNMENT MEDICAL COLLEGE PURNEA,MBBS,OBC,,,,15137,15137
GOVERNMENT MEDICAL COLLEGE PURNEA,MBBS,SC,,,,88162,88162
GOVERNMENT MEDICAL COLLEGE PURNEA,MBBS,ST,,,,117252,117252
GOVT DEN COLL DENTAL WING PATIALA,BDS,EWS,,22998,28734,,
GOVT DEN COLL DENTAL WING PATIALA,BDS,GN,18685,,27845,31285,31285
GOVT DEN COLL DENTAL WING PATIALA,BDS,GN PWD,,479474,,,
GOVT DEN COLL DENTAL WING PATIALA,BDS,OBC,,21217,29568,35529,35529
GOVT DEN COLL DENTAL WING PATIALA,BDS,SC,46030,65689,79328,116898,116898
GOVT DEN COLL DENTAL WING PATIALA,BDS,ST,,136735,,,
GOVT DENTAL COLLEGE Kannur,BDS,EWS,,18507,32194,34245,34245
GOVT DENTAL COLLEGE Kannur,BDS,EWS PWD,,767053,,,
GOVT DENTAL COLLEGE Kannur,BDS,GN,17681,,29240,,
GOVT DENTAL COLLEGE Kannur,BDS,OBC,,26216,31856,31815,31815
GOVT DENTAL COLLEGE Kannur,BDS,OBC PWD,,,,1297492,1297492
GOVT DENTAL COLLEGE Kannur,BDS,SC,54319,108310,99188,123005,123005
GOVT DENTAL COLLEGE Kannur,BDS,ST,115251,118284,,209614,209614
GOVT MEDICAL COLLEGE,MBBS,EWS,,,18985,22805,22805
GOVT MEDICAL COLLEGE,MBBS,GN,10365,,17323,19169,19169
GOVT MEDICAL COLLEGE,MBBS,GN PWD,64980,,,853027,853027
GOVT MEDICAL COLLEGE,MBBS,OBC,,,18007,19679,19679
GOVT MEDICAL COLLEGE,MBBS,OBC PWD,,,,1061702,1061702
GOVT MEDICAL COLLEGE,MBBS,SC,66228,,89139,104376,104376
GOVT MEDICAL COLLEGE,MBBS,ST,71018,,118056,133244,133244
GOVT MEDICAL COLLEGE,MBBS,ST PWD,,,,1162789,1162789
GOVT MEDICAL COLLEGE VIZIANAGARAM,MBBS,EWS,,,,22408,22408
GOVT MEDICAL COLLEGE VIZIANAGARAM,MBBS,GN,,,,18420,18420
GOVT MEDICAL COLLEGE VIZIANAGARAM,MBBS,OBC,,,,19193,19193
GOVT MEDICAL COLLEGE VIZIANAGARAM,MBBS,SC,,,,99277,99277
GOVT MEDICAL COLLEGE VIZIANAGARAM,MBBS,ST,,,,135192,135192
GOVT. COLLEGE OF DENTISTRY,BDS,EWS,,23435,28178,29498,29498
GOVT. COLLEGE OF DENTISTRY,BDS,GN,17642,22657,25329,29308,29308
GOVT. COLLEGE OF DENTISTRY,BDS,OBC,,24457,30419,35779,35779
GOVT. COLLEGE OF DENTISTRY,BDS,SC,82605,95312,99143,152405,152405
GOVT. COLLEGE OF DENTISTRY,BDS,ST,96648,,128980,,
GOVT. D.C. & RESEARCH INST,BDS,EWS,,25558,27193,,
GOVT. D.C. & RESEARCH INST,BDS,GN,13876,17457,,20488,20488
GOVT. D.C. & RESEARCH INST,BDS,OBC,,24513,19675,24175,24175
GOVT. D.C. & RESEARCH INST,BDS,SC,76708,,,119066,119066
GOVT. D.C. & RESEARCH INST,BDS,ST,114464,80327,124168,,
GOVT. DC & RESEARCH INSt.,BDS,EWS,,27150,20984,39014,39014
GOVT. DC & RESEARCH INSt.,BDS,GN,20461,24531,16035,32391,32391
GOVT. DC & RESEARCH INSt.,BDS,OBC,,26534,29979,37161,37161
GOVT. DC & RESEARCH INSt.,BDS,SC,85740,101187,106330,138780,138780
GOVT. DC & RESEARCH INSt.,BDS,ST,,,102874,,
GOVT. DC & RESEARCH INSt.,BDS,ST PWD,,272633,,,
GOVT. DENTAL COLL.& HOSP.,BDS,EWS,,25626,28972,35750,35750
GOVT. DENTAL COLL.& HOSP.,BDS,GN,19232,24313,23117,33644,33644
GOVT. DENTAL COLL.& HOSP.,BDS,GN PWD,574663,,,,
GOVT. DENTAL COLL.& HOSP.,BDS,OBC,,25658,28194,37866,37866
GOVT. DENTAL COLL.& HOSP.,BDS,OBC PWD,,789476,,,
GOVT. DENTAL COLL.& HOSP.,BDS,SC,86484,107932,101470,146580,146580
GOVT. DENTAL COLL.& HOSP.,BDS,ST,109305,134546,118965,147193,147193
GOVT. DENTAL COLLEGE,BDS,EWS,,24119,29394,30437,30437
GOVT. DENTAL COLLEGE,BDS,GN,15129,19661,20016,9890,9890
GOVT. DENTAL COLLEGE,BDS,GN PWD,438103,,,,
GOVT. DENTAL COLLEGE,BDS,OBC,,21100,26102,24172,24172
GOVT. DENTAL COLLEGE,BDS,OBC PWD,,589050,,,
GOVT. DENTAL COLLEGE,BDS,SC,58528,97870,100557,63191,63191
GOVT. DENTAL COLLEGE,BDS,ST,90227,113737,120644,149457,149457
GOVT. DENTAL COLLEGE & HOSP,BDS,EWS,,23611,27298,33123,33123
GOVT. DENTAL COLLEGE & HOSP,BDS,GN,20266,21465,25608,29935,29935
GOVT. DENTAL COLLEGE & HOSP,BDS,GN PWD,546438,643877,953999,1149893,1149893
GOVT. DENTAL COLLEGE & HOSP,BDS,OBC,,24099,28462,34445,34445
GOVT. DENTAL COLLEGE & HOSP,BDS,SC,87701,98864,104721,152980,152980
GOVT. DENTAL COLLEGE & HOSP,BDS,ST,107868,128569,129990,194310,194310
GOVT. DENTAL COLLEGE & HOSP.,BDS,EWS,,15426,29029,27100,27100
GOVT. DENTAL COLLEGE & HOSP.,BDS,GN,15638,9732,26069,21712,21712
GOVT. DENTAL COLLEGE & HOSP.,BDS,GN PWD,414251,574507,,1194898,1194898
GOVT. DENTAL COLLEGE & HOSP.,BDS,OBC,,24780,29916,22011,22011
GOVT. DENTAL COLLEGE & HOSP.,BDS,OBC PWD,,665922,,,
GOVT. DENTAL COLLEGE & HOSP.,BDS,SC,53952,84688,81897,131913,131913
GOVT. DENTAL COLLEGE & HOSP.,BDS,ST,97206,118776,153414,160680,160680
GOVT. DHARAMAPURI MED COLL,MBBS,EWS,,14542,16553,21480,21480
GOVT. DHARAMAPURI MED COLL,MBBS,GN,7312,8086,11093,9050,9050
GOVT. DHARAMAPURI MED COLL,MBBS,GN PWD,311917,,,,
GOVT. DHARAMAPURI MED COLL,MBBS,OBC,,10043,13415,9651,9651
GOVT. DHARAMAPURI MED COLL,MBBS,OBC PWD,,527218,,,
GOVT. DHARAMAPURI MED COLL,MBBS,SC,64655,74276,77135,77267,77267
GOVT. DHARAMAPURI MED COLL,MBBS,SC PWD,421801,,,,
GOVT. DHARAMAPURI MED COLL,MBBS,ST,92369,97321,118917,124372,124372
GOVT. DHARAMAPURI MED COLL,MBBS,ST PWD,762455,,,,
GOVT. KILPAUK MEDICAL COLLEGE,MBBS,EWS,,8389,9902,10916,10916
GOVT. KILPAUK MEDICAL COLLEGE,MBBS,GN,3593,2256,2802,2810,2810
GOVT. KILPAUK MEDICAL COLLEGE,MBBS,GN PWD,321065,,741504,,
GOVT. KILPAUK MEDICAL COLLEGE,MBBS,OBC,,3488,4021,4117,4117
GOVT. KILPAUK MEDICAL COLLEGE,MBBS,SC,24290,29580,37594,24281,24281
GOVT. KILPAUK MEDICAL COLLEGE,MBBS,ST,48736,78608,76076,83959,83959
GOVT. MEDICAL COLLEGE,MBBS,EWS,,4891,6143,4808,4808
GOVT. MEDICAL COLLEGE,MBBS,GN,926,947,1533,912,912
GOVT. MEDICAL COLLEGE,MBBS,GN PWD,166790,78250,276569,47878,47878
GOVT. MEDICAL COLLEGE,MBBS,OBC,,1783,2318,1449,1449
GOVT. MEDICAL COLLEGE,MBBS,OBC PWD,,151976,344748,117982,117982
GOVT. MEDICAL COLLEGE,MBBS,SC,18888,31035,34185,26823,26823
GOVT. MEDICAL COLLEGE,MBBS,SC PWD,302934,890118,,391383,391383
GOVT. MEDICAL COLLEGE,MBBS,ST,40857,59221,65397,34361,34361
GOVT. MEDICAL COLLEGE,MBBS,ST PWD,,,,512142,512142
GOVT. MOHAN KUMARAMANGALAM M.C.,MBBS,EWS,,13277,14346,20029,20029
GOVT. MOHAN KUMARAMANGALAM M.C.,MBBS,GN,5218,6044,8235,5968,5968
GOVT. MOHAN KUMARAMANGALAM M.C.,MBBS,OBC,,7648,10716,7749,7749
GOVT. MOHAN KUMARAMANGALAM M.C.,MBBS,OBC PWD,,,,685369,685369
GOVT. MOHAN KUMARAMANGALAM M.C.,MBBS,SC,43378,60028,60396,54651,54651
GOVT. MOHAN KUMARAMANGALAM M.C.,MBBS,SC PWD,,,,1317661,1317661
GOVT. MOHAN KUMARAMANGALAM M.C.,MBBS,ST,82572,91449,114320,122239,122239
GOVT. VELLORE MEDICAL COLLEGE,MBBS,EWS,,8247,9024,9881,9881
GOVT. VELLORE MEDICAL COLLEGE,MBBS,GN,4828,5626,3594,5096,5096
GOVT. VELLORE MEDICAL COLLEGE,MBBS,OBC,,7010,7729,6228,6228
GOVT. VELLORE MEDICAL COLLEGE,MBBS,OBC PWD,,,,597292,597292
GOVT. VELLORE MEDICAL COLLEGE,MBBS,SC,15846,42333,49594,58728,58728
GOVT. VELLORE MEDICAL COLLEGE,MBBS,ST,39979,67879,88248,75309,75309
GOVT.MEDICAL COLLEGE,MBBS,EWS,,5103,5707,6727,6727
GOVT.MEDICAL COLLEGE,MBBS,EWS PWD,,50851,,680614,680614
GOVT.MEDICAL COLLEGE,MBBS,GN,1078,1420,2274,1606,1606
GOVT.MEDICAL COLLEGE,MBBS,GN PWD,203013,88119,372428,4725,4725
GOVT.MEDICAL COLLEGE,MBBS,OBC,,2261,3188,2060,2060
GOVT.MEDICAL COLLEGE,MBBS,OBC PWD,,239048,82215,141555,141555
GOVT.MEDICAL COLLEGE,MBBS,SC,23916,34050,35889,35059,35059
GOVT.MEDICAL COLLEGE,MBBS,SC PWD,589068,609606,675507,1353609,1353609
GOVT.MEDICAL COLLEGE,MBBS,ST,41424,46386,56847,42285,42285
GRANT MEDICAL COLL & SIR J.J.HOSP,MBBS,EWS,,2712,2796,4237,4237
GRANT MEDICAL COLL & SIR J.J.HOSP,MBBS,GN,1599,1614,1767,2338,2338
GRANT MEDICAL COLL & SIR J.J.HOSP,MBBS,GN PWD,95945,101320,391376,,
GRANT MEDICAL COLL & SIR J.J.HOSP,MBBS,OBC,,2836,3480,3875,3875
GRANT MEDICAL COLL & SIR J.J.HOSP,MBBS,OBC PWD,,,,386922,386922
GRANT MEDICAL COLL & SIR J.J.HOSP,MBBS,SC,15319,25665,29789,29621,29621
GRANT MEDICAL COLL & SIR J.J.HOSP,MBBS,SC PWD,,180679,,,
GRANT MEDICAL COLL & SIR J.J.HOSP,MBBS,ST,31974,39178,51654,48044,48044
GTMC,MBBS,EWS,,15185,18204,19644,19644
GTMC,MBBS,GN,8002,10998,12094,11098,11098
GTMC,MBBS,GN PWD,375688,,923743,,
GTMC,MBBS,OBC,,11689,13675,11884,11884
GTMC,MBBS,SC,65599,58120,82385,84991,84991
GTMC,MBBS,ST,91266,100717,119021,139105,139105
GUNTUR MEDICAL COLLEGE,MBBS,EWS,,10485,11359,9021,9021
GUNTUR MEDICAL COLLEGE,MBBS,GN,7063,8022,7255,6208,6208
GUNTUR MEDICAL COLLEGE,MBBS,GN PWD,284507,,746329,351587,351587
GUNTUR MEDICAL COLLEGE,MBBS,OBC,,11190,10329,9164,9164
GUNTUR MEDICAL COLLEGE,MBBS,OBC PWD,,,984122,,
GUNTUR MEDICAL COLLEGE,MBBS,SC,46271,66200,47232,52427,52427
GUNTUR MEDICAL COLLEGE,MBBS,SC PWD,,289908,,,
GUNTUR MEDICAL COLLEGE,MBBS,ST,48784,68034,85048,76189,76189
GURU GOVIND SINGH MED COLL,MBBS,EWS,,6860,7827,8073,8073
GURU GOVIND SINGH MED COLL,MBBS,GN,6203,4919,5614,6049,6049
GURU GOVIND SINGH MED COLL,MBBS,GN PWD,322606,,,,
GURU GOVIND SINGH MED COLL,MBBS,OBC,,7583,8350,8820,8820
GURU GOVIND SINGH MED COLL,MBBS,OBC PWD,,355232,,,
GURU GOVIND SINGH MED COLL,MBBS,SC,41256,51265,51204,60320,60320
GURU GOVIND SINGH MED COLL,MBBS,ST,74897,82028,96109,96129,96129
GUWAHATI MEDICAL COLLEGE,MBBS,EWS,,7718,8148,8016,8016
GUWAHATI MEDICAL COLLEGE,MBBS,EWS PWD,,,622062,,
GUWAHATI MEDICAL COLLEGE,MBBS,GN,7200,7298,6955,5851,5851
GUWAHATI MEDICAL COLLEGE,MBBS,GN PWD,289285,,592774,692842,692842
GUWAHATI MEDICAL COLLEGE,MBBS,OBC,,10109,10084,11881,11881
GUWAHATI MEDICAL COLLEGE,MBBS,OBC PWD,,283505,,,
GUWAHATI MEDICAL COLLEGE,MBBS,SC,48484,47309,55252,42107,42107
GUWAHATI MEDICAL COLLEGE,MBBS,ST,64801,79780,70850,68364,68364
GVMC,MBBS,EWS,,14428,16174,22017,22017
GVMC,MBBS,GN,7923,8759,11648,9228,9228
GVMC,MBBS,GN PWD,,411290,,,
GVMC,MBBS,OBC,,10686,13691,10084,10084
GVMC,MBBS,OBC PWD,,,990651,,
GVMC,MBBS,SC,57751,65261,71436,71877,71877
GVMC,MBBS,ST,89824,100650,109687,67003,67003
Gadag Institute of Medical Sciences,MBBS,EWS,,13823,16327,19059,19059
Gadag Institute of Medical Sciences,MBBS,GN,10266,12265,14340,14399,14399
Gadag Institute of Medical Sciences,MBBS,GN PWD,405207,,,,
Gadag Institute of Medical Sciences,MBBS,OBC,,13987,15725,16138,16138
Gadag Institute of Medical Sciences,MBBS,OBC PWD,,183762,659845,,
Gadag Institute of Medical Sciences,MBBS,SC,64381,73301,81686,92888,92888
Gadag Institute of Medical Sciences,MBBS,ST,82434,67603,85072,112115,112115
Gandhi Medical College Musheerabad Secunderabad,MBBS,EWS,,5480,4277,3999,3999
Gandhi Medical College Musheerabad Secunderabad,MBBS,EWS PWD,,,658747,208768,208768
Gandhi Medical College Musheerabad Secunderabad,MBBS,GN,2215,1797,2264,2588,2588
Gandhi Medical College Musheerabad Secunderabad,MBBS,GN PWD,251889,280225,,,
Gandhi Medical College Musheerabad Secunderabad,MBBS,OBC,,4551,3854,4924,4924
Gandhi Medical College Musheerabad Secunderabad,MBBS,OBC PWD,,328390,564220,447209,447209
Gandhi Medical College Musheerabad Secunderabad,MBBS,SC,22567,40217,27495,27743,27743
Gandhi Medical College Musheerabad Secunderabad,MBBS,ST,22072,35330,37901,42342,42342
Gmc,MBBS,EWS,,10209,12683,12707,12707
Gmc,MBBS,GN,9929,9823,10944,12318,12318
Gmc,MBBS,GN PWD,,350560,,,
Gmc,MBBS,OBC,,10735,11843,13044,13044
Gmc,MBBS,OBC PWD,,364087,,,
Gmc,MBBS,SC,54661,60501,72607,80548,80548
Gmc,MBBS,ST,71901,82725,106370,106052,106052
Goverment Medical College,MBBS,EWS,,10407,12229,14074,14074
Goverment Medical College,MBBS,EWS PWD,,,849095,,
Goverment Medical College,MBBS,GN,10242,9519,10301,11440,11440
Goverment Medical College,MBBS,GN PWD,201732,,,,
Goverment Medical College,MBBS,OBC,,10701,11048,12775,12775
Goverment Medical College,MBBS,OBC PWD,,131339,588722,,
Goverment Medical College,MBBS,SC,56311,58593,61274,81333,81333
Goverment Medical College,MBBS,ST,79866,71380,89348,105814,105814
Goverment Medical College And Hospital Jalgaon,MBBS,EWS,,12024,14902,16468,16468
Goverment Medical College And Hospital Jalgaon,MBBS,GN,10875,10746,12267,13468,13468
Goverment Medical College And Hospital Jalgaon,MBBS,GN PWD,,,592604,,
Goverment Medical College And Hospital Jalgaon,MBBS,OBC,,12843,13404,14908,14908
Goverment Medical College And Hospital Jalgaon,MBBS,SC,59905,68706,74476,78597,78597
Goverment Medical College And Hospital Jalgaon,MBBS,ST,90893,95745,103345,119988,119988
Government Dental College,BDS,EWS,,23728,30773,40540,40540
Government Dental College,BDS,GN,12720,,17164,13225,13225
Government Dental College,BDS,GN PWD,505116,,,,
Government Dental College,BDS,OBC,,25481,27734,25001,25001
Government Dental College,BDS,OBC PWD,,,917313,1184766,1184766
Government Dental College,BDS,SC,64819,75804,107807,135756,135756
Government Dental College,BDS,SC PWD,770314,,,,
Government Dental College,BDS,ST,106970,128806,141684,166383,166383
Government Dental College & Hospital,BDS,EWS,,,32476,36001,36001
Government Dental College & Hospital,BDS,GN,,,27036,31123,31123
Government Dental College & Hospital,BDS,OBC,,,29862,34588,34588
Government Dental College & Hospital,BDS,SC,,,90517,93875,93875
Government Dental College & Hospital,BDS,ST,,,,190901,190901
Government Dental College Dibrugarh,BDS,EWS,,,,36749,36749
Government Dental College Dibrugarh,BDS,GN,,,,35422,35422
Government Dental College Dibrugarh,BDS,OBC,,,,36792,36792
Government Dental College Dibrugarh,BDS,SC,,,,126168,126168
Government Dental College Dibrugarh,BDS,ST,,,,204703,204703
Government Dental College Hyderabad,BDS,EWS,,25967,30697,36454,36454
Government Dental College Hyderabad,BDS,GN,19659,20435,28832,33425,33425
Government Dental College Hyderabad,BDS,OBC,,25165,32496,37928,37928
Government Dental College Hyderabad,BDS,SC,85757,104538,106825,153613,153613
Government Dental College Hyderabad,BDS,ST,82524,132847,156793,201701,201701
Government Dental College and Hospital,BDS,EWS,,24041,,37557,37557
Government Dental College and Hospital,BDS,GN,16551,24127,,19482,19482
Government Dental College and Hospital,BDS,OBC,,24802,26156,24642,24642
