College,Course,Category,Allotted_Rank_2023,Allotted_Rank_2024
"Sardar Vallabhbhai National Institute Of Technology, Surat","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OBC-NCL,15412,28684
"Sardar Vallabhbhai National Institute Of Technology, Surat","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OPEN,39225,48575
"Sardar Vallabhbhai National Institute Of Technology, Surat","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OPEN (PWD),1043,246
"Sardar Vallabhbhai National Institute Of Technology, Surat","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",SC,16328,13581
"Sardar Vallabhbhai National Institute Of Technology, Surat","MATHEMATICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",ST,2959,3992
"Sardar Vallabhbhai National Institute Of Technology, Surat","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,14372,8749
"Sardar Vallabhbhai National Institute Of Technology, Surat","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,15387,26478
"Sardar Vallabhbhai National Institute Of Technology, Surat","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),797,680
"Sardar Vallabhbhai National Institute Of Technology, Surat","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,26208,24399
"Sardar Vallabhbhai National Institute Of Technology, Surat","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1192,1401
"Sardar Vallabhbhai National Institute Of Technology, Surat","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,11758,11316
"Sardar Vallabhbhai National Institute Of Technology, Surat","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1990,2715
"Sardar Vallabhbhai National Institute Of Technology, Surat","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",EWS,11482,6729
"Sardar Vallabhbhai National Institute Of Technology, Surat","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OBC-NCL,15356,27815
"Sardar Vallabhbhai National Institute Of Technology, Surat","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OPEN,40201,36702
"Sardar Vallabhbhai National Institute Of Technology, Surat","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",SC,20831,8008
"Sardar Vallabhbhai National Institute Of Technology, Surat","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",ST,3212,2807
"School Of Engineering, Tezpur University, Napaam, Tezpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10517,13240
"School Of Engineering, Tezpur University, Napaam, Tezpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,20997,25591
"School Of Engineering, Tezpur University, Napaam, Tezpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,63147,74162
"School Of Engineering, Tezpur University, Napaam, Tezpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1676,1786
"School Of Engineering, Tezpur University, Napaam, Tezpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,9957,11985
"School Of Engineering, Tezpur University, Napaam, Tezpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3202,3878
"School Of Engineering, Tezpur University, Napaam, Tezpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,7986,8439
"School Of Engineering, Tezpur University, Napaam, Tezpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,15371,17761
"School Of Engineering, Tezpur University, Napaam, Tezpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,45599,50961
"School Of Engineering, Tezpur University, Napaam, Tezpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,7942,8438
"School Of Engineering, Tezpur University, Napaam, Tezpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2339,3737
"School Of Engineering, Tezpur University, Napaam, Tezpur","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,8952,11282
"School Of Engineering, Tezpur University, Napaam, Tezpur","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,18817,21431
"School Of Engineering, Tezpur University, Napaam, Tezpur","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,54245,61425
"School Of Engineering, Tezpur University, Napaam, Tezpur","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,8948,10409
"School Of Engineering, Tezpur University, Napaam, Tezpur","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3012,2622
"School Of Engineering, Tezpur University, Napaam, Tezpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,8908,9734
"School Of Engineering, Tezpur University, Napaam, Tezpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,17770,20318
"School Of Engineering, Tezpur University, Napaam, Tezpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,52777,57008
"School Of Engineering, Tezpur University, Napaam, Tezpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,8408,9398
"School Of Engineering, Tezpur University, Napaam, Tezpur","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3168,3824
"School Of Engineering, Tezpur University, Napaam, Tezpur","FOOD ENGINEERING  AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,11971,14261
"School Of Engineering, Tezpur University, Napaam, Tezpur","FOOD ENGINEERING  AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,23335,29180
"School Of Engineering, Tezpur University, Napaam, Tezpur","FOOD ENGINEERING  AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,70634,81047
"School Of Engineering, Tezpur University, Napaam, Tezpur","FOOD ENGINEERING  AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,11047,12813
"School Of Engineering, Tezpur University, Napaam, Tezpur","FOOD ENGINEERING  AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3684,5346
"School Of Engineering, Tezpur University, Napaam, Tezpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10311,11467
"School Of Engineering, Tezpur University, Napaam, Tezpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,21262,22316
"School Of Engineering, Tezpur University, Napaam, Tezpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,61267,63321
"School Of Engineering, Tezpur University, Napaam, Tezpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2150,3666
"School Of Engineering, Tezpur University, Napaam, Tezpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,10416,11499
"School Of Engineering, Tezpur University, Napaam, Tezpur","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3579,4372
"School Of Planning & Architecture, Bhopal","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",EWS,84,323
"School Of Planning & Architecture, Bhopal","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OBC-NCL,209,467
"School Of Planning & Architecture, Bhopal","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN,293,543
"School Of Planning & Architecture, Bhopal","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN (PWD),86,150
"School Of Planning & Architecture, Bhopal","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",SC,123,247
"School Of Planning & Architecture, Bhopal","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",ST,55,100
"School Of Planning & Architecture, Bhopal","PLANNING (4 YEARS, BACHELOR OF PLANNING)",EWS,141,181
"School Of Planning & Architecture, Bhopal","PLANNING (4 YEARS, BACHELOR OF PLANNING)",OBC-NCL,224,321
"School Of Planning & Architecture, Bhopal","PLANNING (4 YEARS, BACHELOR OF PLANNING)",OPEN,353,590
"School Of Planning & Architecture, Bhopal","PLANNING (4 YEARS, BACHELOR OF PLANNING)",SC,106,161
"School Of Planning & Architecture, Bhopal","PLANNING (4 YEARS, BACHELOR OF PLANNING)",ST,53,63
"School Of Planning & Architecture, New Delhi","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",EWS,51,207
"School Of Planning & Architecture, New Delhi","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OBC-NCL,168,261
"School Of Planning & Architecture, New Delhi","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN,127,205
"School Of Planning & Architecture, New Delhi","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN (PWD),14,47
"School Of Planning & Architecture, New Delhi","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",SC,78,158
"School Of Planning & Architecture, New Delhi","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",ST,23,37
"School Of Planning & Architecture, New Delhi","PLANNING (4 YEARS, BACHELOR OF PLANNING)",EWS,99,107
"School Of Planning & Architecture, New Delhi","PLANNING (4 YEARS, BACHELOR OF PLANNING)",OBC-NCL,141,188
"School Of Planning & Architecture, New Delhi","PLANNING (4 YEARS, BACHELOR OF PLANNING)",OPEN,205,263
"School Of Planning & Architecture, New Delhi","PLANNING (4 YEARS, BACHELOR OF PLANNING)",OPEN (PWD),53,12
"School Of Planning & Architecture, New Delhi","PLANNING (4 YEARS, BACHELOR OF PLANNING)",SC,59,114
"School Of Planning & Architecture, New Delhi","PLANNING (4 YEARS, BACHELOR OF PLANNING)",ST,29,22
School Of Planning & Architecture: Vijayawada,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",EWS,85,383
School Of Planning & Architecture: Vijayawada,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OBC-NCL,231,413
School Of Planning & Architecture: Vijayawada,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN,406,678
School Of Planning & Architecture: Vijayawada,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN (PWD),72,118
School Of Planning & Architecture: Vijayawada,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",SC,122,258
School Of Planning & Architecture: Vijayawada,"ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",ST,70,99
School Of Planning & Architecture: Vijayawada,"PLANNING (4 YEARS, BACHELOR OF PLANNING)",EWS,144,184
School Of Planning & Architecture: Vijayawada,"PLANNING (4 YEARS, BACHELOR OF PLANNING)",OBC-NCL,247,301
School Of Planning & Architecture: Vijayawada,"PLANNING (4 YEARS, BACHELOR OF PLANNING)",OPEN,385,606
School Of Planning & Architecture: Vijayawada,"PLANNING (4 YEARS, BACHELOR OF PLANNING)",SC,108,143
School Of Planning & Architecture: Vijayawada,"PLANNING (4 YEARS, BACHELOR OF PLANNING)",ST,49,85
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",EWS,199,288
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OBC-NCL,394,614
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN,860,1274
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",SC,219,321
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",ST,134,170
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10569,13107
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,21019,25913
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,62690,74002
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,10294,13169
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4273,5288
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,8776,9150
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,17798,19263
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,49979,51747
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1843,2212
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,9367,9602
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4350,5319
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10178,10948
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,20249,23162
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,58911,65004
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,10382,11979
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4616,5880
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10292,10936
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,20216,22346
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,59795,63838
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,10509,11908
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,5069,5839
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10620,12181
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,21620,25665
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,64766,69550
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,10967,12674
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,5199,6288
University Of Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",EWS,4766,5383
University Of Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OBC-NCL,10749,11967
University Of Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OBC-NCL (PWD),324,309
University Of Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OPEN,25831,28508
University Of Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OPEN (PWD),313,412
University Of Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",SC,4869,4777
University Of Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",ST,1849,2242
"Visvesvaraya National Institute Of Technology, Nagpur","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",EWS,105,164
"Visvesvaraya National Institute Of Technology, Nagpur","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OBC-NCL,253,383
"Visvesvaraya National Institute Of Technology, Nagpur","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN,290,638
"Visvesvaraya National Institute Of Technology, Nagpur","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN (PWD),64,102
"Visvesvaraya National Institute Of Technology, Nagpur","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",SC,116,276
"Visvesvaraya National Institute Of Technology, Nagpur","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",ST,419,143
"Visvesvaraya National Institute Of Technology, Nagpur","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,4444,4870
"Visvesvaraya National Institute Of Technology, Nagpur","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),327,291
"Visvesvaraya National Institute Of Technology, Nagpur","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,10081,9843
"Visvesvaraya National Institute Of Technology, Nagpur","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),368,835
"Visvesvaraya National Institute Of Technology, Nagpur","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,26239,27535
"Visvesvaraya National Institute Of Technology, Nagpur","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1646,1494
"Visvesvaraya National Institute Of Technology, Nagpur","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,4664,6511
"Visvesvaraya National Institute Of Technology, Nagpur","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,2072,1846
"Visvesvaraya National Institute Of Technology, Nagpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,5391,6220
"Visvesvaraya National Institute Of Technology, Nagpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),201,509
"Visvesvaraya National Institute Of Technology, Nagpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,10449,10951
"Visvesvaraya National Institute Of Technology, Nagpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),445,606
"Visvesvaraya National Institute Of Technology, Nagpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,32729,33178
"Visvesvaraya National Institute Of Technology, Nagpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1282,1322
"Visvesvaraya National Institute Of Technology, Nagpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,5032,5265
"Visvesvaraya National Institute Of Technology, Nagpur","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1557,3371
"Visvesvaraya National Institute Of Technology, Nagpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1308,2928
"Visvesvaraya National Institute Of Technology, Nagpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),48,42
"Visvesvaraya National Institute Of Technology, Nagpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2093,2413
"Visvesvaraya National Institute Of Technology, Nagpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),58,93
"Visvesvaraya National Institute Of Technology, Nagpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,5515,6637
"Visvesvaraya National Institute Of Technology, Nagpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),110,108
"Visvesvaraya National Institute Of Technology, Nagpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1011,1223
"Visvesvaraya National Institute Of Technology, Nagpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),33,45
"Visvesvaraya National Institute Of Technology, Nagpur","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,356,376
"Visvesvaraya National Institute Of Technology, Nagpur","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2163,2195
"Visvesvaraya National Institute Of Technology, Nagpur","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS (PWD),155,216
"Visvesvaraya National Institute Of Technology, Nagpur","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,11042,8290
"Visvesvaraya National Institute Of Technology, Nagpur","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),229,420
"Visvesvaraya National Institute Of Technology, Nagpur","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13876,14123
"Visvesvaraya National Institute Of Technology, Nagpur","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),567,623
"Visvesvaraya National Institute Of Technology, Nagpur","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2862,3045
"Visvesvaraya National Institute Of Technology, Nagpur","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),72,177
"Visvesvaraya National Institute Of Technology, Nagpur","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1521,1753
