"College","Course","Category","Predicted_Rank_2025"
"DR.RAJENDRA PRASAD MC","MBBS","OBC",8356.655
"DR.RAJENDRA PRASAD MC","MBBS","SC",46667.615
"DR.RAJENDRA PRASAD MC","MBBS","ST",65256.55
"DR.S.C.GOVT MEDICAL COLLEGE","MBBS","EWS",11732.28
"DR.S.C.GOVT MEDICAL COLLEGE","MBBS","GN",10044.165
"DR.S.C.GOVT MEDICAL COLLEGE","MBBS","GN PWD",454146.08
"DR.S.C.GOVT MEDICAL COLLEGE","MBBS","OBC",11846.115
"DR.S.C.GOVT MEDICAL COLLEGE","MBBS","SC",69448.35
"DR.S.C.GOVT MEDICAL COLLEGE","MBBS","ST",77705.555
"DR.S.N. MEDICAL COLLEGE","MBBS","EWS",5878.035
"DR.S.N. MEDICAL COLLEGE","MBBS","EWS PWD",863879.575
"DR.S.N. MEDICAL COLLEGE","MBBS","GN",5288.04
"DR.S.N. MEDICAL COLLEGE","MBBS","OBC",5145.92
"DR.S.N. MEDICAL COLLEGE","MBBS","OBC PWD",534145.485
"DR.S.N. MEDICAL COLLEGE","MBBS","SC",43513.22
"DR.S.N. MEDICAL COLLEGE","MBBS","ST",50086.68
"Darbhanga Medical College","MBBS","EWS",10899.9
"Darbhanga Medical College","MBBS","GN",8041.67
"Darbhanga Medical College","MBBS","OBC",9211.125
"Darbhanga Medical College","MBBS","OBC PWD",599877.925
"Darbhanga Medical College","MBBS","SC",65718.18
"Darbhanga Medical College","MBBS","ST",101691.43
"Deben Mahata Government Medical College & Hospital","MBBS","EWS",17525.86
"Deben Mahata Government Medical College & Hospital","MBBS","GN",14175.735
"Deben Mahata Government Medical College & Hospital","MBBS","OBC",16060.11
"Deben Mahata Government Medical College & Hospital","MBBS","OBC PWD",774961.685
"Deben Mahata Government Medical College & Hospital","MBBS","SC",83154.19
"Deben Mahata Government Medical College & Hospital","MBBS","ST",126331.32
"Dental Institue","BDS","EWS",31172.94
"Dental Institue","BDS","GN",25984.155
"Dental Institue","BDS","OBC",50515.385
"Dental Institue","BDS","SC",122619.74
"Dental Institue","BDS","ST",172570.65
"Dhubri Medical College","MBBS","EWS",18838.045
"Dhubri Medical College","MBBS","GN",16586.265
"Dhubri Medical College","MBBS","GN PWD",740162.85
"Dhubri Medical College","MBBS","OBC",16408.7
"Dhubri Medical College","MBBS","OBC PWD",947812.38
"Dhubri Medical College","MBBS","SC",81271.25
"Dhubri Medical College","MBBS","ST",108559.615
"Diamond Harbour Govt Medical College","MBBS","EWS",16125.545
"Diamond Harbour Govt Medical College","MBBS","GN",15247.24
"Diamond Harbour Govt Medical College","MBBS","OBC",15456.51
"Diamond Harbour Govt Medical College","MBBS","SC",66370.315
"Diamond Harbour Govt Medical College","MBBS","ST",106205.795
"Diphu Medical College & Hospital","MBBS","EWS",18968.03
"Diphu Medical College & Hospital","MBBS","GN",16294.425
"Diphu Medical College & Hospital","MBBS","OBC",17873.655
"Diphu Medical College & Hospital","MBBS","SC",92256.315
"Diphu Medical College & Hospital","MBBS","ST",96652.53
"Dr Ram Manohar Lohia Inst. of Med. Sce.","MBBS","EWS",4891.295
"Dr Ram Manohar Lohia Inst. of Med. Sce.","MBBS","GN",3680.34
"Dr Ram Manohar Lohia Inst. of Med. Sce.","MBBS","GN PWD",383821.75
"Dr Ram Manohar Lohia Inst. of Med. Sce.","MBBS","OBC",6470.905
"Dr Ram Manohar Lohia Inst. of Med. Sce.","MBBS","OBC PWD",493757.36
"Dr Ram Manohar Lohia Inst. of Med. Sce.","MBBS","SC",27837.85
"Dr Ram Manohar Lohia Inst. of Med. Sce.","MBBS","ST",51964.61
"Dr. B.R. Ambedkar State Institute of Medical Sciences","MBBS","EWS",7573.045
"Dr. B.R. Ambedkar State Institute of Medical Sciences","MBBS","GN",4167.365
"Dr. B.R. Ambedkar State Institute of Medical Sciences","MBBS","OBC",6976.055
"Dr. B.R. Ambedkar State Institute of Medical Sciences","MBBS","SC",40579.84
"Dr. B.R. Ambedkar State Institute of Medical Sciences","MBBS","ST",50666.445
"Dr. B.S.A. Medical College","MBBS","EWS",4305.085
"Dr. B.S.A. Medical College","MBBS","GN",2579.175
"Dr. B.S.A. Medical College","MBBS","OBC",4449.87
"Dr. B.S.A. Medical College","MBBS","SC",18861.625
"Dr. B.S.A. Medical College","MBBS","ST",27751
"Dr. DY Patil Dental College and Hosp. Navi Mumbai","BDS","EWS",886139.3
"Dr. DY Patil Dental College and Hosp. Navi Mumbai","BDS","GN",963754.615
"Dr. DY Patil Dental College and Hosp. Navi Mumbai","BDS","OBC",902758.02
"Dr. DY Patil Dental College and Hosp. Navi Mumbai","BDS","SC",867188.04
"Dr. DY Patil Dental College and Hosp. Pune","BDS","EWS",810269.095
"Dr. DY Patil Dental College and Hosp. Pune","BDS","GN",1085011.985
"Dr. DY Patil Dental College and Hosp. Pune","BDS","OBC",843214.425
"Dr. DY Patil Dental College and Hosp. Pune","BDS","SC",788208.58
"Dr. DY Patil Medical College","MBBS","EWS",560970.355
"Dr. DY Patil Medical College","MBBS","GN",1131321.645
"Dr. DY Patil Medical College","MBBS","OBC",1252057.19
"Dr. DY Patil Medical College","MBBS","OBC PWD",592678.16
"Dr. DY Patil Medical College","MBBS","SC",840391.65
"Dr. DY Patil Medical College","MBBS","ST",521242.56
"Dr. DY Patil Medical College and Hospt.","MBBS","EWS",560526.425
"Dr. DY Patil Medical College and Hospt.","MBBS","GN",1126270.915
"Dr. DY Patil Medical College and Hospt.","MBBS","OBC",1345242.555
"Dr. DY Patil Medical College and Hospt.","MBBS","SC",628129.69
"Dr. DYP Edu. Soc. Deemed Uni.","MBBS","EWS",707149.695
"Dr. DYP Edu. Soc. Deemed Uni.","MBBS","GN",807625.2
"Dr. DYP Edu. Soc. Deemed Uni.","MBBS","OBC",1082935.965
"Dr. DYP Edu. Soc. Deemed Uni.","MBBS","SC",828253.42
"Dr. YS Parmar Govt. Medical College","MBBS","EWS",56254.045
"Dr. YS Parmar Govt. Medical College","MBBS","GN",28343.615
"Dr. YS Parmar Govt. Medical College","MBBS","OBC",88745.3
"Dr. YS Parmar Govt. Medical College","MBBS","SC",119605.135
"Dr. YS Parmar Govt. Medical College","MBBS","ST",135052.315
"Dr. Ziauddin Ahmed Dental College and Hospital","BDS","EWS",67177.745
"Dr. Ziauddin Ahmed Dental College and Hospital","BDS","GN",362977.825
"Dr. Ziauddin Ahmed Dental College and Hospital","BDS","OBC",159347.49
"Dr.Radhakrishnan Government Medical College","MBBS","EWS",19915.305
"Dr.Radhakrishnan Government Medical College","MBBS","GN",18410.61
"Dr.Radhakrishnan Government Medical College","MBBS","OBC",17704.14
"Dr.Radhakrishnan Government Medical College","MBBS","SC",124428.755
"Dr.Radhakrishnan Government Medical College","MBBS","ST",138439.92
"ESI-MC&PGIMS&R","MBBS","EWS",45957.67
"ESI-MC&PGIMS&R","MBBS","GN",31871.54
"ESI-MC&PGIMS&R","MBBS","GN PWD",389068.55
"ESI-MC&PGIMS&R","MBBS","OBC",41696.55
"ESI-MC&PGIMS&R","MBBS","OBC PWD",692213.545
"ESI-MC&PGIMS&R","MBBS","SC",174715.57
"ESI-MC&PGIMS&R","MBBS","SC PWD",827564.7
"ESI-MC&PGIMS&R","MBBS","ST",362757.365
"ESIC College of Nursing","B.Sc. Nursing","EWS",154797.005
"ESIC College of Nursing","B.Sc. Nursing","GN",198468.635
"ESIC College of Nursing","B.Sc. Nursing","OBC",175694.56
"ESIC College of Nursing","B.Sc. Nursing","SC",367428.79
"ESIC College of Nursing","B.Sc. Nursing","ST",693412.95
"ESIC Dental College","BDS","EWS",72325.04
"ESIC Dental College","BDS","GN",71573.225
"ESIC Dental College","BDS","OBC",86404.51
"ESIC Dental College","BDS","SC",275744.5
"ESIC Dental College","BDS","ST",515282.2
"ESIC Dental College and Hospital","BDS","EWS",42563.775
"ESIC Dental College and Hospital","BDS","GN",39328.575
"ESIC Dental College and Hospital","BDS","OBC",53146.695
"ESIC Dental College and Hospital","BDS","SC",202555.77
"ESIC Dental College and Hospital","BDS","ST",302750.45
"ESIC Dental College and Hospital  Rohini","BDS","EWS",51088.485
"ESIC Dental College and Hospital  Rohini","BDS","GN",48424.88
"ESIC Dental College and Hospital  Rohini","BDS","GN PWD",1024873.8
"ESIC Dental College and Hospital  Rohini","BDS","OBC",56695.295
"ESIC Dental College and Hospital  Rohini","BDS","SC",132767.86
"ESIC Medical College","MBBS","EWS",23017.88
"ESIC Medical College","MBBS","EWS PWD",929781.13
"ESIC Medical College","MBBS","GN",16728.98
"ESIC Medical College","MBBS","OBC",26100.71
"ESIC Medical College","MBBS","OBC PWD",623312.095
"ESIC Medical College","MBBS","SC",133518.08
"ESIC Medical College","MBBS","SC PWD",786960.15
"ESIC Medical College","MBBS","ST",372470.525
"ESIC Medical College & Hospital","MBBS","EWS",45677.67
"ESIC Medical College & Hospital","MBBS","GN",34677.11
"ESIC Medical College & Hospital","MBBS","OBC",42055.735
"ESIC Medical College & Hospital","MBBS","SC",203307.07
"ESIC Medical College & Hospital","MBBS","ST",499868.31
"ESIC Medical College AND PGIMSR","MBBS","EWS",48554.21
"ESIC Medical College AND PGIMSR","MBBS","GN",30881.655
"ESIC Medical College AND PGIMSR","MBBS","OBC",38757.595
"ESIC Medical College AND PGIMSR","MBBS","SC",193759.655
"ESIC Medical College AND PGIMSR","MBBS","ST",506103.105
"ESIC PGIMSR","MBBS","EWS",53562.67
"ESIC PGIMSR","MBBS","GN",41647.96
"ESIC PGIMSR","MBBS","OBC",50869.645
"ESIC PGIMSR","MBBS","SC",204725.215
"ESIC PGIMSR","MBBS","ST",567753.105
"Employees State Insurance Corporation Medical College","MBBS","EWS",23525.27
"Employees State Insurance Corporation Medical College","MBBS","GN",21083.88
"Employees State Insurance Corporation Medical College","MBBS","GN PWD",384401.08
"Employees State Insurance Corporation Medical College","MBBS","OBC",30671.95
"Employees State Insurance Corporation Medical College","MBBS","SC",155112.555
"Employees State Insurance Corporation Medical College","MBBS","ST",248315.78
"FACULTY OF DEN SCI","BDS","EWS",29352.575
"FACULTY OF DEN SCI","BDS","GN",24051.33
"FACULTY OF DEN SCI","BDS","OBC",32944.29
"FACULTY OF DEN SCI","BDS","SC",90633.68
"FACULTY OF DEN SCI","BDS","ST",188311.95
"Faculty of Dentistry","BDS","EWS",67758.975
"Faculty of Dentistry","BDS","GN",75979.505
"Faculty of Dentistry","BDS","GN PWD",1106831.62
"Faculty of Dentistry","BDS","OBC",91957.07
"Faculty of Dentistry","BDS","ST",177957.475
"Fakhruddin Ali Ahmed Medical College","MBBS","EWS",18067.215
"Fakhruddin Ali Ahmed Medical College","MBBS","GN",16894.64
"Fakhruddin Ali Ahmed Medical College","MBBS","OBC",18399.97
"Fakhruddin Ali Ahmed Medical College","MBBS","OBC PWD",801052.405
"Fakhruddin Ali Ahmed Medical College","MBBS","SC",90816.49
"Fakhruddin Ali Ahmed Medical College","MBBS","ST",109141.975
"G.S.V.M. MEDICAL COLLEGE","MBBS","EWS",6568.01
"G.S.V.M. MEDICAL COLLEGE","MBBS","GN",4458.8
"G.S.V.M. MEDICAL COLLEGE","MBBS","GN PWD",389525.76
"G.S.V.M. MEDICAL COLLEGE","MBBS","OBC",13738.515
"G.S.V.M. MEDICAL COLLEGE","MBBS","SC",39898.15
"G.S.V.M. MEDICAL COLLEGE","MBBS","ST",81359.175
"GAJRA RAJA MEDICAL COLLEGE","MBBS","EWS",7915.365
"GAJRA RAJA MEDICAL COLLEGE","MBBS","GN",5348.725
"GAJRA RAJA MEDICAL COLLEGE","MBBS","GN PWD",496269.205
"GAJRA RAJA MEDICAL COLLEGE","MBBS","OBC",16092.7
"GAJRA RAJA MEDICAL COLLEGE","MBBS","SC",46847.42
"GAJRA RAJA MEDICAL COLLEGE","MBBS","ST",78302.775
"GANDHI MEDICAL COLLEGE","MBBS","EWS",6909.115
"GANDHI MEDICAL COLLEGE","MBBS","GN",5020.19
"GANDHI MEDICAL COLLEGE","MBBS","GN PWD",539241.635
"GANDHI MEDICAL COLLEGE","MBBS","OBC",27694.735
"GANDHI MEDICAL COLLEGE","MBBS","SC",46049.225
"GANDHI MEDICAL COLLEGE","MBBS","ST",74487.195
"GDC","BDS","EWS",35839.61
"GDC","BDS","GN",31644.875
"GDC","BDS","OBC",34280.68
"GDC","BDS","SC",99189.455
"GDC","BDS","ST",169698.66
"GITAM Institue of Med. Sce. and Res.","MBBS","EWS",588782.595
"GITAM Institue of Med. Sce. and Res.","MBBS","GN",661807.05
"GITAM Institue of Med. Sce. and Res.","MBBS","OBC",682442.68
"GITAM Institue of Med. Sce. and Res.","MBBS","SC",803126.445
"GITAM Institue of Med. Sce. and Res.","MBBS","ST",601658.175
"GMC","MBBS","EWS",56068.19
"GMC","MBBS","EWS PWD",928658.455
"GMC","MBBS","GN",261031.41
"GMC","MBBS","GN PWD",650628.68
"GMC","MBBS","OBC",141464.2
"GMC","MBBS","OBC PWD",750938.685
"GMC","MBBS","SC",180741.995
"GMC","MBBS","ST",119009.115
"GMC DAUSA RAJASTHAN","MBBS","EWS",17241.285
"GMC DAUSA RAJASTHAN","MBBS","GN",19358.76
"GMC DAUSA RAJASTHAN","MBBS","OBC",15202.21
"GMC DAUSA RAJASTHAN","MBBS","SC",63527.58
"GMC DAUSA RAJASTHAN","MBBS","ST",63514.365
"GMC Jangaon","MBBS","EWS",16168.105
"GMC Jangaon","MBBS","GN",16023.905
"GMC Jangaon","MBBS","GN PWD",663940.83
"GMC Jangaon","MBBS","OBC",17267.405
"GMC Jangaon","MBBS","SC",91356.44
"GMC Jangaon","MBBS","ST",111294.335
"GMC KARAULI","MBBS","EWS",14170.365
"GMC KARAULI","MBBS","EWS PWD",898638.895
"GMC KARAULI","MBBS","GN",15373.13
"GMC KARAULI","MBBS","GN PWD",552735.33
"GMC KARAULI","MBBS","OBC",13654.305
"GMC KARAULI","MBBS","SC",75497.915
"GMC KARAULI","MBBS","ST",111777.505
"GMC Kamareddy","MBBS","EWS",19868.36
"GMC Kamareddy","MBBS","GN",16059.2
"GMC Kamareddy","MBBS","OBC",17932.665
"GMC Kamareddy","MBBS","SC",84437.855
"GMC Kamareddy","MBBS","ST",115491.525
"GMERS Medical College","MBBS","EWS",18492.34
"GMERS Medical College","MBBS","GN",13540.65
"GMERS Medical College","MBBS","GN PWD",727851.37
"GMERS Medical College","MBBS","OBC",17042.935
"GMERS Medical College","MBBS","OBC PWD",843589.505
"GMERS Medical College","MBBS","SC",78294.575
"GMERS Medical College","MBBS","SC PWD",903281.32
"GMERS Medical College","MBBS","ST",106789.235
"GOA DENTAL COLLEGE & HOSPITAL","BDS","EWS",34916.585
"GOA DENTAL COLLEGE & HOSPITAL","BDS","GN",30033.27
"GOA DENTAL COLLEGE & HOSPITAL","BDS","OBC",34506.125
"GOA DENTAL COLLEGE & HOSPITAL","BDS","SC",130982.715
"GOA DENTAL COLLEGE & HOSPITAL","BDS","ST",191703.87
"GOA MEDICAL COLLEGE","MBBS","EWS",10171.07
"GOA MEDICAL COLLEGE","MBBS","EWS PWD",504933.82
"GOA MEDICAL COLLEGE","MBBS","GN",8607.955
"GOA MEDICAL COLLEGE","MBBS","GN PWD",607981.715
"GOA MEDICAL COLLEGE","MBBS","OBC",12973.81
"GOA MEDICAL COLLEGE","MBBS","SC",58034.195
"GOA MEDICAL COLLEGE","MBBS","SC PWD",703497.855
"GOA MEDICAL COLLEGE","MBBS","ST",96619.18
"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA","MBBS","EWS",15479.695
"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA","MBBS","GN",12910.185
"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA","MBBS","OBC",14523.595
"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA","MBBS","SC",70280.15
"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA","MBBS","ST",99686.56
"GOVERNMENT MEDICAL COLLEGE","MBBS","EWS",7877.815
"GOVERNMENT MEDICAL COLLEGE","MBBS","EWS PWD",504933.82
"GOVERNMENT MEDICAL COLLEGE","MBBS","GN",5215.08
"GOVERNMENT MEDICAL COLLEGE","MBBS","GN PWD",428840.1
"GOVERNMENT MEDICAL COLLEGE","MBBS","OBC",7485.46
"GOVERNMENT MEDICAL COLLEGE","MBBS","OBC PWD",392741.69
"GOVERNMENT MEDICAL COLLEGE","MBBS","SC",41943.9
"GOVERNMENT MEDICAL COLLEGE","MBBS","SC PWD",891705.4
"GOVERNMENT MEDICAL COLLEGE","MBBS","ST",65191.425
"GOVERNMENT MEDICAL COLLEGE","MBBS","ST PWD",881063.47
"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL","MBBS","EWS",13909.73
"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL","MBBS","GN",10993.5
"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL","MBBS","OBC",14169.225
"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL","MBBS","OBC PWD",770310.61
"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL","MBBS","SC",77953.715
"GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL","MBBS","ST",111380.305
"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL","MBBS","EWS",3573.2
"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL","MBBS","GN",3036.35
"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL","MBBS","OBC",3985.235
"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL","MBBS","OBC PWD",428917.975
"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL","MBBS","SC",32898.685
"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL","MBBS","ST",35417.02
"GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana","MBBS","EWS",18528.04
"GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana","MBBS","GN",11628.175
"GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana","MBBS","OBC",16160.745
"GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana","MBBS","SC",92671.885
"GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana","MBBS","ST",114942.455
"GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM","MBBS","EWS",22016.565
"GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM","MBBS","GN",17621.775
"GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM","MBBS","OBC",18856.59
"GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM","MBBS","OBC PWD",870452.66
"GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM","MBBS","SC",99679.98
"GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM","MBBS","ST",128617.5
"GOVERNMENT MEDICAL COLLEGE NANDYAL","MBBS","EWS",21630.175
"GOVERNMENT MEDICAL COLLEGE NANDYAL","MBBS","GN",17864.765
"GOVERNMENT MEDICAL COLLEGE NANDYAL","MBBS","GN PWD",830235.73
"GOVERNMENT MEDICAL COLLEGE NANDYAL","MBBS","OBC",18878.315
"GOVERNMENT MEDICAL COLLEGE NANDYAL","MBBS","SC",98227.91
"GOVERNMENT MEDICAL COLLEGE NANDYAL","MBBS","SC PWD",1109954.615
"GOVERNMENT MEDICAL COLLEGE NANDYAL","MBBS","ST",129001.2
"GOVERNMENT MEDICAL COLLEGE PURNEA","MBBS","EWS",16040.38
"GOVERNMENT MEDICAL COLLEGE PURNEA","MBBS","GN",14955.395
"GOVERNMENT MEDICAL COLLEGE PURNEA","MBBS","GN PWD",706690.13
"GOVERNMENT MEDICAL COLLEGE PURNEA","MBBS","OBC",15903.855
"GOVERNMENT MEDICAL COLLEGE PURNEA","MBBS","SC",89598.2
"GOVERNMENT MEDICAL COLLEGE PURNEA","MBBS","ST",122115.39
"GOVT DEN COLL DENTAL WING PATIALA","BDS","GN",31527.25
"GOVT DEN COLL DENTAL WING PATIALA","BDS","OBC",34986.635
"GOVT DEN COLL DENTAL WING PATIALA","BDS","SC",118763.92
"GOVT DENTAL COLLEGE Kannur","BDS","EWS",47979.975
"GOVT DENTAL COLLEGE Kannur","BDS","OBC",32385.095
"GOVT DENTAL COLLEGE Kannur","BDS","OBC PWD",1269940.155
"GOVT DENTAL COLLEGE Kannur","BDS","SC",122935.865
"GOVT DENTAL COLLEGE Kannur","BDS","ST",198482.215
"GOVT MEDICAL COLLEGE","MBBS","EWS",22333.08
"GOVT MEDICAL COLLEGE","MBBS","GN",18843.62
"GOVT MEDICAL COLLEGE","MBBS","GN PWD",821206.845
"GOVT MEDICAL COLLEGE","MBBS","OBC",19345.79
"GOVT MEDICAL COLLEGE","MBBS","OBC PWD",1033499.84
"GOVT MEDICAL COLLEGE","MBBS","SC",98056.925
"GOVT MEDICAL COLLEGE","MBBS","ST",130054.3
"GOVT MEDICAL COLLEGE","MBBS","ST PWD",1076286.08
"GOVT MEDICAL COLLEGE VIZIANAGARAM","MBBS","EWS",22086.94
"GOVT MEDICAL COLLEGE VIZIANAGARAM","MBBS","GN",18410.535
"GOVT MEDICAL COLLEGE VIZIANAGARAM","MBBS","OBC",19111.92
"GOVT MEDICAL COLLEGE VIZIANAGARAM","MBBS","SC",96769.235
"GOVT MEDICAL COLLEGE VIZIANAGARAM","MBBS","ST",130991.46
"GOVT. COLLEGE OF DENTISTRY","BDS","EWS",31415.63
"GOVT. COLLEGE OF DENTISTRY","BDS","GN",27765.085
"GOVT. COLLEGE OF DENTISTRY","BDS","OBC",31894.43
"GOVT. COLLEGE OF DENTISTRY","BDS","SC",145276.32
"GOVT. D.C. & RESEARCH INST","BDS","GN",23190.065
"GOVT. D.C. & RESEARCH INST","BDS","OBC",26213.46
"GOVT. D.C. & RESEARCH INST","BDS","SC",124297.765
"GOVT. DC & RESEARCH INSt.","BDS","EWS",38138.935
"GOVT. DC & RESEARCH INSt.","BDS","GN",29205.735
"GOVT. DC & RESEARCH INSt.","BDS","OBC",33018.375
"GOVT. DC & RESEARCH INSt.","BDS","SC",130140.575
"GOVT. DENTAL COLL.& HOSP.","BDS","EWS",35875.065
"GOVT. DENTAL COLL.& HOSP.","BDS","GN",31580.865
"GOVT. DENTAL COLL.& HOSP.","BDS","OBC",36836.73
"GOVT. DENTAL COLL.& HOSP.","BDS","SC",135688.925
"GOVT. DENTAL COLL.& HOSP.","BDS","ST",151983.565
"GOVT. DENTAL COLLEGE","BDS","EWS",31159.14
"GOVT. DENTAL COLLEGE","BDS","GN",24185.605
"GOVT. DENTAL COLLEGE","BDS","OBC",26701.265
"GOVT. DENTAL COLLEGE","BDS","SC",77304.015
"GOVT. DENTAL COLLEGE","BDS","ST",152945.765
"GOVT. DENTAL COLLEGE & HOSP","BDS","EWS",32489.51
"GOVT. DENTAL COLLEGE & HOSP","BDS","GN",28725.425
"GOVT. DENTAL COLLEGE & HOSP","BDS","GN PWD",1139958.675
"GOVT. DENTAL COLLEGE & HOSP","BDS","OBC",32451.91
"GOVT. DENTAL COLLEGE & HOSP","BDS","SC",137503.585
"GOVT. DENTAL COLLEGE & HOSP","BDS","ST",185801.95
"GOVT. DENTAL COLLEGE & HOSP.","BDS","EWS",27936.3
"GOVT. DENTAL COLLEGE & HOSP.","BDS","GN",23149.75
"GOVT. DENTAL COLLEGE & HOSP.","BDS","GN PWD",1177914.52
"GOVT. DENTAL COLLEGE & HOSP.","BDS","OBC",24200.025
"GOVT. DENTAL COLLEGE & HOSP.","BDS","SC",132045.775
"GOVT. DENTAL COLLEGE & HOSP.","BDS","ST",167389.885
"GOVT. DHARAMAPURI MED COLL","MBBS","EWS",19784.505
"GOVT. DHARAMAPURI MED COLL","MBBS","GN",8734.6
"GOVT. DHARAMAPURI MED COLL","MBBS","OBC",9320.355
"GOVT. DHARAMAPURI MED COLL","MBBS","SC",73307.94
"GOVT. DHARAMAPURI MED COLL","MBBS","ST",117636.66
"GOVT. KILPAUK MEDICAL COLLEGE","MBBS","EWS",12452.025
"GOVT. KILPAUK MEDICAL COLLEGE","MBBS","GN",3598.9
"GOVT. KILPAUK MEDICAL COLLEGE","MBBS","OBC",6508.625
"GOVT. KILPAUK MEDICAL COLLEGE","MBBS","SC",70728.77
"GOVT. KILPAUK MEDICAL COLLEGE","MBBS","ST",84421.38
"GOVT. MEDICAL COLLEGE","MBBS","EWS",6771.205
"GOVT. MEDICAL COLLEGE","MBBS","GN",1378.79
"GOVT. MEDICAL COLLEGE","MBBS","GN PWD",85797.265
"GOVT. MEDICAL COLLEGE","MBBS","OBC",3044.71
"GOVT. MEDICAL COLLEGE","MBBS","OBC PWD",270340.4
"GOVT. MEDICAL COLLEGE","MBBS","SC",42531.95
"GOVT. MEDICAL COLLEGE","MBBS","SC PWD",514277.085
"GOVT. MEDICAL COLLEGE","MBBS","ST",46082.465
"GOVT. MEDICAL COLLEGE","MBBS","ST PWD",808394.86
"GOVT. MOHAN KUMARAMANGALAM M.C.","MBBS","EWS",17613.535
"GOVT. MOHAN KUMARAMANGALAM M.C.","MBBS","GN",5602.19
"GOVT. MOHAN KUMARAMANGALAM M.C.","MBBS","OBC",6972.495
"GOVT. MOHAN KUMARAMANGALAM M.C.","MBBS","OBC PWD",495027.54
"GOVT. MOHAN KUMARAMANGALAM M.C.","MBBS","SC",50578.285
"GOVT. MOHAN KUMARAMANGALAM M.C.","MBBS","SC PWD",1187770.17
"GOVT. MOHAN KUMARAMANGALAM M.C.","MBBS","ST",54849.1
"GOVT. VELLORE MEDICAL COLLEGE","MBBS","EWS",12971.45
"GOVT. VELLORE MEDICAL COLLEGE","MBBS","GN",4974.22
"GOVT. VELLORE MEDICAL COLLEGE","MBBS","OBC",6097.185
"GOVT. VELLORE MEDICAL COLLEGE","MBBS","OBC PWD",564218.275
"GOVT. VELLORE MEDICAL COLLEGE","MBBS","SC",52786.615
"GOVT. VELLORE MEDICAL COLLEGE","MBBS","ST",70950.575
"GOVT.MEDICAL COLLEGE","MBBS","EWS",7839.315
"GOVT.MEDICAL COLLEGE","MBBS","EWS PWD",587819.895
"GOVT.MEDICAL COLLEGE","MBBS","GN",2081.045
"GOVT.MEDICAL COLLEGE","MBBS","GN PWD",40420.475
"GOVT.MEDICAL COLLEGE","MBBS","OBC",2689.66
"GOVT.MEDICAL COLLEGE","MBBS","OBC PWD",241397.85
"GOVT.MEDICAL COLLEGE","MBBS","SC",36203.745
"GOVT.MEDICAL COLLEGE","MBBS","SC PWD",1313213.94
"GOVT.MEDICAL COLLEGE","MBBS","ST",47078.575
"GRANT MEDICAL COLL & SIR J.J.HOSP","MBBS","EWS",7229.935
"GRANT MEDICAL COLL & SIR J.J.HOSP","MBBS","GN",2391.185
"GRANT MEDICAL COLL & SIR J.J.HOSP","MBBS","OBC",3369.655
"GRANT MEDICAL COLL & SIR J.J.HOSP","MBBS","OBC PWD",339238.865
"GRANT MEDICAL COLL & SIR J.J.HOSP","MBBS","SC",31100.33
"GRANT MEDICAL COLL & SIR J.J.HOSP","MBBS","ST",48430.22
"GTMC","MBBS","EWS",17967.8
"GTMC","MBBS","GN",10478.1
"GTMC","MBBS","OBC",8848.43
"GTMC","MBBS","SC",50351.37
"GTMC","MBBS","ST",122070.9
"GUNTUR MEDICAL COLLEGE","MBBS","EWS",10547.395
"GUNTUR MEDICAL COLLEGE","MBBS","GN",7013.685
"GUNTUR MEDICAL COLLEGE","MBBS","GN PWD",462209.32
"GUNTUR MEDICAL COLLEGE","MBBS","OBC",9437.465
"GUNTUR MEDICAL COLLEGE","MBBS","SC",54272.135
"GUNTUR MEDICAL COLLEGE","MBBS","ST",80902.775
"GURU GOVIND SINGH MED COLL","MBBS","EWS",8415.915
