"College","Course","Category","Predicted_Rank_2025"
"GURU GOVIND SINGH MED COLL","MBBS","GN",6094.625
"GURU GOVIND SINGH MED COLL","MBBS","OBC",8893.92
"GURU GOVIND SINGH MED COLL","MBBS","SC",58000.17
"GURU GOVIND SINGH MED COLL","MBBS","ST",84451.61
"GUWAHATI MEDICAL COLLEGE","MBBS","EWS",8498.565
"GUWAHATI MEDICAL COLLEGE","MBBS","GN",6149.59
"GUWAHATI MEDICAL COLLEGE","MBBS","GN PWD",577964.625
"GUWAHATI MEDICAL COLLEGE","MBBS","OBC",10842.935
"GUWAHATI MEDICAL COLLEGE","MBBS","SC",45670.255
"GUWAHATI MEDICAL COLLEGE","MBBS","ST",69704.065
"GVMC","MBBS","EWS",18150.365
"GVMC","MBBS","GN",9128.985
"GVMC","MBBS","OBC",11154.54
"GVMC","MBBS","SC",69183.325
"GVMC","MBBS","ST",69685.1
"Gadag Institute of Medical Sciences","MBBS","EWS",19082.58
"Gadag Institute of Medical Sciences","MBBS","GN",12849.735
"Gadag Institute of Medical Sciences","MBBS","OBC",12590.54
"Gadag Institute of Medical Sciences","MBBS","SC",88956.52
"Gadag Institute of Medical Sciences","MBBS","ST",100376.73
"Gandhi Medical College Musheerabad Secunderabad","MBBS","EWS",7765.975
"Gandhi Medical College Musheerabad Secunderabad","MBBS","EWS PWD",336693.97
"Gandhi Medical College Musheerabad Secunderabad","MBBS","GN",4405.44
"Gandhi Medical College Musheerabad Secunderabad","MBBS","OBC",5944.87
"Gandhi Medical College Musheerabad Secunderabad","MBBS","OBC PWD",434301.07
"Gandhi Medical College Musheerabad Secunderabad","MBBS","SC",36307.88
"Gandhi Medical College Musheerabad Secunderabad","MBBS","ST",50228.725
"Gmc","MBBS","EWS",10945.42
"Gmc","MBBS","GN",10705.81
"Gmc","MBBS","OBC",12193.19
"Gmc","MBBS","SC",75523.805
"Gmc","MBBS","ST",99009.075
"Goverment Medical College","MBBS","EWS",13769.645
"Goverment Medical College","MBBS","GN",11166.73
"Goverment Medical College","MBBS","OBC",12727.795
"Goverment Medical College","MBBS","SC",78414.76
"Goverment Medical College","MBBS","ST",105385.09
"Goverment Medical College And Hospital Jalgaon","MBBS","EWS",15223.26
"Goverment Medical College And Hospital Jalgaon","MBBS","GN",11995.14
"Goverment Medical College And Hospital Jalgaon","MBBS","OBC",14363.775
"Goverment Medical College And Hospital Jalgaon","MBBS","SC",77627.995
"Goverment Medical College And Hospital Jalgaon","MBBS","ST",116134.575
"Government Dental College","BDS","EWS",39455.585
"Government Dental College","BDS","GN",17379.92
"Government Dental College","BDS","OBC",28640.145
"Government Dental College","BDS","OBC PWD",1153674.91
"Government Dental College","BDS","SC",129292.55
"Government Dental College","BDS","ST",192237.83
"Government Dental College & Hospital","BDS","EWS",37151.86
"Government Dental College & Hospital","BDS","GN",29884.345
"Government Dental College & Hospital","BDS","OBC",33326.99
"Government Dental College & Hospital","BDS","SC",103409.9
"Government Dental College & Hospital","BDS","ST",192237.83
"Government Dental College Dibrugarh","BDS","EWS",36682.935
"Government Dental College Dibrugarh","BDS","GN",33949.995
"Government Dental College Dibrugarh","BDS","OBC",35978.715
"Government Dental College Dibrugarh","BDS","SC",116814.81
"Government Dental College Dibrugarh","BDS","ST",201352.27
"Government Dental College Hyderabad","BDS","EWS",36519.5
"Government Dental College Hyderabad","BDS","GN",31974.14
"Government Dental College Hyderabad","BDS","OBC",36868.585
"Government Dental College Hyderabad","BDS","SC",146947.405
"Government Dental College Hyderabad","BDS","ST",200757.01
"Government Dental College and Hospital","BDS","EWS",37320
"Government Dental College and Hospital","BDS","GN",24517.925
"Government Dental College and Hospital","BDS","OBC",27124.015
"Government Dental College and Hospital","BDS","ST",200835.51
"Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda","BDS","EWS",35638.32
"Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda","BDS","GN",28178.66
"Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda","BDS","OBC",36189.26
"Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda","BDS","SC",146978.97
"Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda","BDS","ST",202000.27
"Government Doon Medcial College","MBBS","EWS",9350.495
"Government Doon Medcial College","MBBS","GN",6066.18
"Government Doon Medcial College","MBBS","GN PWD",470649.505
"Government Doon Medcial College","MBBS","OBC",10323.07
"Government Doon Medcial College","MBBS","SC",55880.865
"Government Doon Medcial College","MBBS","ST",86217.24
"Government Medcial College","MBBS","EWS",14277.595
"Government Medcial College","MBBS","GN",11448.94
"Government Medcial College","MBBS","OBC",14138.155
"Government Medcial College","MBBS","SC",76075.635
"Government Medcial College","MBBS","SC PWD",1194822.935
"Government Medcial College","MBBS","ST",109113.18
"Government Medical College","MBBS","EWS",11587.585
"Government Medical College","MBBS","EWS PWD",780633.295
"Government Medical College","MBBS","GN",6894.75
"Government Medical College","MBBS","GN PWD",533553.47
"Government Medical College","MBBS","OBC",6756.24
"Government Medical College","MBBS","OBC PWD",380943.815
"Government Medical College","MBBS","SC",43160.345
"Government Medical College","MBBS","SC PWD",1072827.86
"Government Medical College","MBBS","ST",62813.55
"Government Medical College & Hospital","MBBS","EWS",12186.775
"Government Medical College & Hospital","MBBS","GN",12402.515
"Government Medical College & Hospital","MBBS","GN PWD",592562.67
"Government Medical College & Hospital","MBBS","OBC",14622.84
"Government Medical College & Hospital","MBBS","SC",69781.325
"Government Medical College & Hospital","MBBS","ST",118272.595
"Government Medical College Chittorgarh","MBBS","EWS",13440.115
"Government Medical College Chittorgarh","MBBS","GN",9477.635
"Government Medical College Chittorgarh","MBBS","OBC",11628.785
"Government Medical College Chittorgarh","MBBS","SC",59513.3
"Government Medical College Chittorgarh","MBBS","ST",117702.84
"Government Medical College Khaleelwadi","MBBS","EWS",18072.925
"Government Medical College Khaleelwadi","MBBS","GN",15613.905
"Government Medical College Khaleelwadi","MBBS","OBC",17123.94
"Government Medical College Khaleelwadi","MBBS","SC",87149.735
"Government Medical College Khaleelwadi","MBBS","ST",83096.2
"Government Medical College Mahasamund Chhattisgarh","MBBS","EWS",17738.44
"Government Medical College Mahasamund Chhattisgarh","MBBS","GN",16548.925
"Government Medical College Mahasamund Chhattisgarh","MBBS","OBC",18109.99
"Government Medical College Mahasamund Chhattisgarh","MBBS","SC",89920.125
"Government Medical College Mahasamund Chhattisgarh","MBBS","SC PWD",1330930.685
"Government Medical College Mahasamund Chhattisgarh","MBBS","ST",127850.87
"Government Medical College Narsampet","MBBS","EWS",21778.22
"Government Medical College Narsampet","MBBS","GN",17313.99
"Government Medical College Narsampet","MBBS","OBC",19060.2
"Government Medical College Narsampet","MBBS","SC",97228.905
"Government Medical College Narsampet","MBBS","ST",132289.43
"Government Medical College Nirmal","MBBS","EWS",21369.44
"Government Medical College Nirmal","MBBS","GN",18166.57
"Government Medical College Nirmal","MBBS","GN PWD",725834.51
"Government Medical College Nirmal","MBBS","OBC",19002.165
"Government Medical College Nirmal","MBBS","OBC PWD",925364.64
"Government Medical College Nirmal","MBBS","SC",100916
"Government Medical College Nirmal","MBBS","ST",128019.415
"Government Medical College Satna","MBBS","EWS",16822.09
"Government Medical College Satna","MBBS","GN",16717.32
"Government Medical College Satna","MBBS","GN PWD",670475.94
"Government Medical College Satna","MBBS","OBC",15451.43
"Government Medical College Satna","MBBS","SC",101036.13
"Government Medical College Satna","MBBS","ST",108197.93
"Government Medical College Siddipet","MBBS","EWS",19356.34
"Government Medical College Siddipet","MBBS","EWS PWD",837840.185
"Government Medical College Siddipet","MBBS","GN",16454.555
"Government Medical College Siddipet","MBBS","GN PWD",485792.13
"Government Medical College Siddipet","MBBS","OBC",17207.85
"Government Medical College Siddipet","MBBS","OBC PWD",877813.89
"Government Medical College Siddipet","MBBS","SC",96261.16
"Government Medical College Siddipet","MBBS","ST",105664.465
"Government Medical College Suryapet","MBBS","EWS",19972.505
"Government Medical College Suryapet","MBBS","GN",16795.605
"Government Medical College Suryapet","MBBS","OBC",18194.39
"Government Medical College Suryapet","MBBS","SC",96983.645
"Government Medical College Suryapet","MBBS","ST",78273.225
"Government Medical College and District General Hospital","MBBS","EWS",18121.97
"Government Medical College and District General Hospital","MBBS","GN",15207.015
"Government Medical College and District General Hospital","MBBS","GN PWD",686450.955
"Government Medical College and District General Hospital","MBBS","OBC",16456.375
"Government Medical College and District General Hospital","MBBS","SC",91048.645
"Government Medical College and District General Hospital","MBBS","ST",121030.31
"Government Medical College and Hospital","MBBS","EWS",18275.825
"Government Medical College and Hospital","MBBS","GN",14996.565
"Government Medical College and Hospital","MBBS","OBC",15295.185
"Government Medical College and Hospital","MBBS","OBC PWD",687971.32
"Government Medical College and Hospital","MBBS","SC",76783.025
"Government Medical College and Hospital","MBBS","SC PWD",918133.265
"Government medical College","MBBS","EWS",22254.36
"Government medical College","MBBS","GN",12815.825
"Government medical College","MBBS","OBC",14014.255
"Government medical College","MBBS","SC",70606.455
"Government medical College","MBBS","ST",133777.43
"Government of Medical College and Hospital","MBBS","EWS",18423.355
"Government of Medical College and Hospital","MBBS","GN",12362.86
"Government of Medical College and Hospital","MBBS","OBC",14560.86
"Government of Medical College and Hospital","MBBS","SC",63811.08
"Government of Medical College and Hospital","MBBS","ST",109504.28
"Govt Dental College RIMS Kadapa","BDS","EWS",33413.06
"Govt Dental College RIMS Kadapa","BDS","GN",33459.905
"Govt Dental College RIMS Kadapa","BDS","OBC",38126.74
"Govt Dental College RIMS Kadapa","BDS","SC",152814.43
"Govt Dental College RIMS Kadapa","BDS","ST",181771.95
"Govt Medical College","MBBS","EWS",10463.475
"Govt Medical College","MBBS","GN",5239.755
"Govt Medical College","MBBS","GN PWD",626507.585
"Govt Medical College","MBBS","OBC",5696.12
"Govt Medical College","MBBS","OBC PWD",983415.67
"Govt Medical College","MBBS","SC",58894.39
"Govt Medical College","MBBS","ST",87669.255
"Govt Medical College Badaun","MBBS","EWS",12314.36
"Govt Medical College Badaun","MBBS","GN",9725.09
"Govt Medical College Badaun","MBBS","OBC",11184.425
"Govt Medical College Badaun","MBBS","SC",71216.495
"Govt Medical College Badaun","MBBS","ST",94337.92
"Govt Medical College Baramati","MBBS","EWS",9942.255
"Govt Medical College Baramati","MBBS","GN",9006.305
"Govt Medical College Baramati","MBBS","GN PWD",608074.6
"Govt Medical College Baramati","MBBS","OBC",10296.625
"Govt Medical College Baramati","MBBS","SC",63038.88
"Govt Medical College Baramati","MBBS","SC PWD",748830.095
"Govt Medical College Baramati","MBBS","ST",96223.525
"Govt Medical College Barmer Rajasthan","MBBS","EWS",10446.315
"Govt Medical College Barmer Rajasthan","MBBS","GN",8966.86
"Govt Medical College Barmer Rajasthan","MBBS","OBC",10261.625
"Govt Medical College Barmer Rajasthan","MBBS","SC",60111.905
"Govt Medical College Barmer Rajasthan","MBBS","ST",95344.92
"Govt Medical College Basti","MBBS","EWS PWD",829160.345
"Govt Medical College Basti","MBBS","GN",11444.835
"Govt Medical College Basti","MBBS","OBC",11838.045
"Govt Medical College Basti","MBBS","OBC PWD",775875.43
"Govt Medical College Basti","MBBS","SC",75525.58
"Govt Medical College Basti","MBBS","SC PWD",814196.58
"Govt Medical College Basti","MBBS","ST",106150.17
"Govt Medical College Faizabad","MBBS","EWS",12359.57
"Govt Medical College Faizabad","MBBS","GN",10359.68
"Govt Medical College Faizabad","MBBS","OBC",11680.835
"Govt Medical College Faizabad","MBBS","SC",74715.665
"Govt Medical College Faizabad","MBBS","ST",102730.41
"Govt Medical College Firozabad","MBBS","EWS",13468.675
"Govt Medical College Firozabad","MBBS","GN",10242.395
"Govt Medical College Firozabad","MBBS","OBC",11590.01
"Govt Medical College Firozabad","MBBS","SC",73432.56
"Govt Medical College Firozabad","MBBS","ST",100276.895
"Govt Medical College Kannur","MBBS","EWS",16923.365
"Govt Medical College Kannur","MBBS","GN",5534.555
"Govt Medical College Kannur","MBBS","OBC",8436.37
"Govt Medical College Kannur","MBBS","SC",73308.235
"Govt Medical College Kannur","MBBS","ST",99744.24
"Govt Medical College Nalgonda","MBBS","EWS",19677.42
"Govt Medical College Nalgonda","MBBS","GN",15958.69
"Govt Medical College Nalgonda","MBBS","GN PWD",650693.695
"Govt Medical College Nalgonda","MBBS","OBC",17534.875
"Govt Medical College Nalgonda","MBBS","SC",91492.3
"Govt Medical College Nalgonda","MBBS","ST",123523.33
"Govt Medical College Ratlam","MBBS","EWS",13989.965
"Govt Medical College Ratlam","MBBS","GN",10825.685
"Govt Medical College Ratlam","MBBS","OBC",13076.485
"Govt Medical College Ratlam","MBBS","OBC PWD",833668.105
"Govt Medical College Ratlam","MBBS","SC",85946.13
"Govt Medical College Ratlam","MBBS","ST",101734.525
"Govt Medical College Shahdol","MBBS","EWS",15162.615
"Govt Medical College Shahdol","MBBS","GN",12818.625
"Govt Medical College Shahdol","MBBS","GN PWD",730620.325
"Govt Medical College Shahdol","MBBS","OBC",14213.48
"Govt Medical College Shahdol","MBBS","SC",87834.195
"Govt Medical College Shahdol","MBBS","SC PWD",994720.045
"Govt Medical College Shahdol","MBBS","ST",101854.245
"Govt Medical College Vikarabad","MBBS","EWS",21496.205
"Govt Medical College Vikarabad","MBBS","GN",15743.93
"Govt Medical College Vikarabad","MBBS","GN PWD",833231.14
"Govt Medical College Vikarabad","MBBS","OBC",18756.015
"Govt Medical College Vikarabad","MBBS","SC",100927.01
"Govt Medical College Vikarabad","MBBS","ST",129215.105
"Govt Medical college Shivpuri","MBBS","EWS",15924.205
"Govt Medical college Shivpuri","MBBS","GN",10539.135
"Govt Medical college Shivpuri","MBBS","OBC",13421.335
"Govt Medical college Shivpuri","MBBS","OBC PWD",863405.36
"Govt Medical college Shivpuri","MBBS","SC",79736.99
"Govt Medical college Shivpuri","MBBS","ST",102803.92
"Govt dental college Pudukkottai","BDS","EWS",35426.105
"Govt dental college Pudukkottai","BDS","OBC",28297.405
"Govt dental college Pudukkottai","BDS","SC",129681.52
"Govt institute of Medcial Sciences","MBBS","EWS",6722.97
"Govt institute of Medcial Sciences","MBBS","GN",5042.975
"Govt institute of Medcial Sciences","MBBS","GN PWD",321602.87
"Govt institute of Medcial Sciences","MBBS","OBC",7723.97
"Govt institute of Medcial Sciences","MBBS","SC",47827.68
"Govt institute of Medcial Sciences","MBBS","ST",72156.535
"Govt. Medical College","MBBS","EWS",13432.56
"Govt. Medical College","MBBS","EWS PWD",1071497.045
"Govt. Medical College","MBBS","GN",3755.025
"Govt. Medical College","MBBS","GN PWD",390824.39
"Govt. Medical College","MBBS","OBC",11715.045
"Govt. Medical College","MBBS","OBC PWD",785950.285
"Govt. Medical College","MBBS","SC",65311.195
"Govt. Medical College","MBBS","SC PWD",782381.245
"Govt. Medical College","MBBS","ST",78448.23
"Govt. Medical College ESI and Hospital","MBBS","EWS",52865.23
"Govt. Medical College ESI and Hospital","MBBS","GN",20632.37
"Govt. Medical College ESI and Hospital","MBBS","GN PWD",472593.925
"Govt. Medical College ESI and Hospital","MBBS","OBC",28187.12
"Govt. Medical College ESI and Hospital","MBBS","SC",146216.175
"Govt. Medical College ESI and Hospital","MBBS","ST",302173.395
"Govt. Medical College Jayashankar Bhupalpally","MBBS","EWS",35448.035
"Govt. Medical College Jayashankar Bhupalpally","MBBS","GN",19709.22
"Govt. Medical College Jayashankar Bhupalpally","MBBS","OBC",22394.885
"Govt. Medical College Jayashankar Bhupalpally","MBBS","SC",150610.88
"Govt. Medical College Jayashankar Bhupalpally","MBBS","ST",170617.95
"Govt. Medical College Karur","MBBS","EWS",23233.415
"Govt. Medical College Karur","MBBS","GN",11775.035
"Govt. Medical College Karur","MBBS","GN PWD",512419.26
"Govt. Medical College Karur","MBBS","OBC",13799.485
"Govt. Medical College Karur","MBBS","SC",92103.03
"Govt. Medical College Karur","MBBS","ST",147408.26
"Govt. Medical College Rajanna Sircilla","MBBS","EWS",19406.305
"Govt. Medical College Rajanna Sircilla","MBBS","GN",14243.465
"Govt. Medical College Rajanna Sircilla","MBBS","OBC",16706.735
"Govt. Medical College Rajanna Sircilla","MBBS","SC",96821.78
"Govt. Medical College Rajanna Sircilla","MBBS","ST",126630.815
"Govt. Medical College and  Hospital","MBBS","EWS",17356.065
"Govt. Medical College and  Hospital","MBBS","GN",14113.46
"Govt. Medical College and  Hospital","MBBS","OBC",14799.865
"Govt. Medical College and  Hospital","MBBS","OBC PWD",763450.99
"Govt. Medical College and  Hospital","MBBS","SC",91706.645
"Govt. Medical College and  Hospital","MBBS","ST",125918.655
"Govt. Pudukkottai Medical College Hopt.","MBBS","EWS",21976.46
"Govt. Pudukkottai Medical College Hopt.","MBBS","GN",11693.27
"Govt. Pudukkottai Medical College Hopt.","MBBS","OBC",12696.63
"Govt. Pudukkottai Medical College Hopt.","MBBS","SC",89618.985
"Govt. Pudukkottai Medical College Hopt.","MBBS","ST",142285.09
"Govt. Sivgangai M. C. Sivagangai","MBBS","EWS",24996.465
"Govt. Sivgangai M. C. Sivagangai","MBBS","GN",17154.855
"Govt. Sivgangai M. C. Sivagangai","MBBS","OBC",12680.225
"Govt. Sivgangai M. C. Sivagangai","MBBS","OBC PWD",789241.115
"Govt. Sivgangai M. C. Sivagangai","MBBS","SC",91858.935
"Govt. Sivgangai M. C. Sivagangai","MBBS","ST",148635.55
"Graphic Era Institute Of Medical Science","MBBS","EWS",470282.98
"Graphic Era Institute Of Medical Science","MBBS","GN",960354.665
"Graphic Era Institute Of Medical Science","MBBS","OBC",871045.38
"Graphic Era Institute Of Medical Science","MBBS","SC",91531.38
"Graphic Era Institute Of Medical Science","MBBS","ST",426557.365
"Gulbarga Institute of Medical Sciences","MBBS","EWS",51613.01
"Gulbarga Institute of Medical Sciences","MBBS","GN",143712.715
"Gulbarga Institute of Medical Sciences","MBBS","OBC",176909.23
"Gulbarga Institute of Medical Sciences","MBBS","SC",85117.785
"Gulbarga Institute of Medical Sciences","MBBS","ST",99499.66
"HASSAN INST. MEDICAL SCIENCES","MBBS","EWS",15146.425
"HASSAN INST. MEDICAL SCIENCES","MBBS","EWS PWD",1022825.05
"HASSAN INST. MEDICAL SCIENCES","MBBS","GN",39653.9
"HASSAN INST. MEDICAL SCIENCES","MBBS","GN PWD",364877.37
"HASSAN INST. MEDICAL SCIENCES","MBBS","OBC",39707.395
"HASSAN INST. MEDICAL SCIENCES","MBBS","OBC PWD",867117.42
"HASSAN INST. MEDICAL SCIENCES","MBBS","SC",77213.56
"HASSAN INST. MEDICAL SCIENCES","MBBS","ST",77859.015
"Hamdard Inst of Med Sciences and Research","MBBS","EWS",104489.99
"Hamdard Inst of Med Sciences and Research","MBBS","GN",901926.16
"Hamdard Inst of Med Sciences and Research","MBBS","OBC",630835.73
"Haveri Institute of Medical Sciences","MBBS","EWS",21568.985
"Haveri Institute of Medical Sciences","MBBS","GN",30734.55
"Haveri Institute of Medical Sciences","MBBS","OBC",30846.67
"Haveri Institute of Medical Sciences","MBBS","OBC PWD",926374.415
"Haveri Institute of Medical Sciences","MBBS","SC",95705.925
"Haveri Institute of Medical Sciences","MBBS","ST",112410.26
"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital","MBBS","EWS",7562.375
"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital","MBBS","GN",6159.685
"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital","MBBS","GN PWD",280223.39
"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital","MBBS","OBC",10141.695
"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital","MBBS","SC",59676.875
"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital","MBBS","ST",90891.41
"IMS BHU Dental","BDS","EWS",44726.85
"IMS BHU Dental","BDS","GN",33414.99
"IMS BHU Dental","BDS","OBC",33529.01
"IMS BHU Dental","BDS","OBC PWD",839764.665
"IMS BHU Dental","BDS","SC",134205.03
"IMS BHU Dental","BDS","ST",165856.66
"INDIRA GANDHI GOVT.MEDICAL COLL.","MBBS","EWS",8151.755
"INDIRA GANDHI GOVT.MEDICAL COLL.","MBBS","GN",5632.045
"INDIRA GANDHI GOVT.MEDICAL COLL.","MBBS","OBC",7302.135
"INDIRA GANDHI GOVT.MEDICAL COLL.","MBBS","OBC PWD",302199.31
"INDIRA GANDHI GOVT.MEDICAL COLL.","MBBS","SC",41841.415
"INDIRA GANDHI GOVT.MEDICAL COLL.","MBBS","ST",83019.965
"INDIRA GANDHI MEDICAL COLL.","MBBS","EWS",4919.295
"INDIRA GANDHI MEDICAL COLL.","MBBS","GN",3257.005
"INDIRA GANDHI MEDICAL COLL.","MBBS","OBC",4347.985
"INDIRA GANDHI MEDICAL COLL.","MBBS","OBC PWD",362286.625
"INDIRA GANDHI MEDICAL COLL.","MBBS","SC",25402.39
"INDIRA GANDHI MEDICAL COLL.","MBBS","ST",52081.3
"INST OF PG MED EDU & RESEARCH","MBBS","EWS",5333.875
"INST OF PG MED EDU & RESEARCH","MBBS","GN",2895.51
"INST OF PG MED EDU & RESEARCH","MBBS","OBC",4330.93
"INST OF PG MED EDU & RESEARCH","MBBS","OBC PWD",409978.57
"INST OF PG MED EDU & RESEARCH","MBBS","SC",26576.365
"INST OF PG MED EDU & RESEARCH","MBBS","SC PWD",286386.33
"INST OF PG MED EDU & RESEARCH","MBBS","ST",66848.56
"INST.OF MED.SCIENCES","MBBS","EWS",3327.275
"INST.OF MED.SCIENCES","MBBS","EWS PWD",295164.745
"INST.OF MED.SCIENCES","MBBS","GN",1763.205
"INST.OF MED.SCIENCES","MBBS","GN PWD",131325.93
"INST.OF MED.SCIENCES","MBBS","OBC",2366.665
"INST.OF MED.SCIENCES","MBBS","OBC PWD",133923.775
"INST.OF MED.SCIENCES","MBBS","SC",16576.615
"INST.OF MED.SCIENCES","MBBS","SC PWD",377522.68
"INST.OF MED.SCIENCES","MBBS","ST",55813.525
"INST.OF MED.SCIENCES","MBBS","ST PWD",863423.735
"IRT Perundurai Medical College","MBBS","EWS",20765.77
"IRT Perundurai Medical College","MBBS","GN",8687.445
"IRT Perundurai Medical College","MBBS","GN PWD",470214.375
"IRT Perundurai Medical College","MBBS","OBC",6975.335
"IRT Perundurai Medical College","MBBS","SC",64746.285
"IRT Perundurai Medical College","MBBS","ST",121140.065
"Indira Gandhi Govt. Dental College","BDS","EWS",59109.35
"Indira Gandhi Govt. Dental College","BDS","GN",85219.745
"Indira Gandhi Govt. Dental College","BDS","OBC",231443.08
"Indira Gandhi Govt. Dental College","BDS","SC",156883.99
"Indira Gandhi Institute of Dental Sciences","BDS","GN",1162441.33
"Indira Gandhi Institute of Dental Sciences","BDS","GN PWD",1226678.555
"Indira Gandhi Institute of Dental Sciences","BDS","OBC",1328139.26
"Indira Gandhi Institute of Dental Sciences","BDS","SC",1090719.705
"Indira Gandhi Institute of Dental Sciences","BDS","ST",802087.545
"Indira Gandhi Institute of Medical Sciences","MBBS","EWS",7724.54
"Indira Gandhi Institute of Medical Sciences","MBBS","EWS PWD",569957.21
"Indira Gandhi Institute of Medical Sciences","MBBS","GN",4591.045
"Indira Gandhi Institute of Medical Sciences","MBBS","OBC",14267.575
"Indira Gandhi Institute of Medical Sciences","MBBS","SC",48234.41
"Indira Gandhi Institute of Medical Sciences","MBBS","ST",87962.36
"Indira Gandhi Medical College & RI","MBBS","EWS",14162.03
"Indira Gandhi Medical College & RI","MBBS","GN",25103.935
"Indira Gandhi Medical College & RI","MBBS","OBC",19916.155
"Indira Gandhi Medical College & RI","MBBS","SC",173003.505
"Indira Gandhi Medical College & RI","MBBS","ST",105077.41
"Institute of Dental Sciences","BDS","EWS",932023.745
"Institute of Dental Sciences","BDS","GN",1008377.15
"Institute of Dental Sciences","BDS","OBC",1024635.69
"Institute of Dental Sciences","BDS","SC",893454.305
"Institute of Medical Sciences & SUM Hospital","MBBS","EWS",264561.815
"Institute of Medical Sciences & SUM Hospital","MBBS","GN",931960.2
"Institute of Medical Sciences & SUM Hospital","MBBS","OBC",707395.17
"Institute of Medical Sciences and SUM Host.","MBBS","EWS",269829.585
"Institute of Medical Sciences and SUM Host.","MBBS","GN",1086175.53
"Institute of Medical Sciences and SUM Host.","MBBS","OBC",767677.73
"Institute of Medical Sciences and SUM Host.","MBBS","SC",1031054.035
"J  R MEDICAL COLLEGE AND HOSPITAL","MBBS","EWS",487877.455
"J  R MEDICAL COLLEGE AND HOSPITAL","MBBS","GN",642194.505
"J  R MEDICAL COLLEGE AND HOSPITAL","MBBS","OBC",627459.485
"J  R MEDICAL COLLEGE AND HOSPITAL","MBBS","SC",628637.72
"J  R MEDICAL COLLEGE AND HOSPITAL","MBBS","ST",394461.095
"JAWAHAR LAL NEHRU MEDICAL","MBBS","EWS",127569.79
"JAWAHAR LAL NEHRU MEDICAL","MBBS","GN",42090.375
"JAWAHAR LAL NEHRU MEDICAL","MBBS","OBC",124218.48
"JAWAHAR LAL NEHRU MEDICAL","MBBS","OBC PWD",587923.56
"JAWAHAR LAL NEHRU MEDICAL","MBBS","SC",82542.595
"JAWAHAR LAL NEHRU MEDICAL","MBBS","SC PWD",829545.76
"JAWAHAR LAL NEHRU MEDICAL","MBBS","ST",78380.6
"JAWAHAR LAL NEHRU MEDICAL","MBBS","ST PWD",650271.43
"JHALAWAR MEDICAL COLLEGE","MBBS","EWS",54490.3
"JHALAWAR MEDICAL COLLEGE","MBBS","EWS PWD",1009609.025
"JHALAWAR MEDICAL COLLEGE","MBBS","GN",11561.1
"JHALAWAR MEDICAL COLLEGE","MBBS","OBC",48016.195
"JHALAWAR MEDICAL COLLEGE","MBBS","SC",39501.225
"JHALAWAR MEDICAL COLLEGE","MBBS","ST",79630.94
"JIPMER KARAIKAL","MBBS","EWS",254541.035
"JIPMER KARAIKAL","MBBS","GN",35931.975
"JIPMER KARAIKAL","MBBS","GN PWD",203971.39
"JIPMER KARAIKAL","MBBS","OBC",50470.185
"JIPMER KARAIKAL","MBBS","OBC PWD",434002.325
"JIPMER KARAIKAL","MBBS","SC",92469.19
"JIPMER KARAIKAL","MBBS","ST",91505.285
"JIPMER PUDUCHERRY","MBBS","EWS",181759.355
"JIPMER PUDUCHERRY","MBBS","EWS PWD",339742.75
"JIPMER PUDUCHERRY","MBBS","GN",21109.785
"JIPMER PUDUCHERRY","MBBS","GN PWD",146356.58
"JIPMER PUDUCHERRY","MBBS","OBC",46329.335
"JIPMER PUDUCHERRY","MBBS","OBC PWD",416978.94
"JIPMER PUDUCHERRY","MBBS","SC",95037.19
"JIPMER PUDUCHERRY","MBBS","SC PWD",620752.385
"JIPMER PUDUCHERRY","MBBS","ST",322623.835
"JLN IMS","MBBS","EWS",67970.115
"JLN IMS","MBBS","GN",32734.405
"JLN IMS","MBBS","OBC",42553.915
"JLN IMS","MBBS","SC",124995.045
"JLN IMS","MBBS","ST PWD",1152200.965
"JLN Medical College","MBBS","EWS",833127.4
"JLN Medical College","MBBS","GN",959651.585
"JLN Medical College","MBBS","OBC",789662.73
"JLN Medical College","MBBS","SC",870297
"JLN Medical College","MBBS","ST",428767.83
"JSS Dental College","BDS","EWS",710861.895
"JSS Dental College","BDS","GN",854647.945
"JSS Dental College","BDS","OBC",881578.09
"JSS Dental College","BDS","SC",786656.445
"JSS Dental College","BDS","ST",805925.16
"JSS Medical College","MBBS","GN",925258.12
"JSS Medical College","MBBS","OBC",776159.525
"JSS Medical College","MBBS","SC",643366.645
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College","MBBS","EWS",221585.055
