College,Course,Category,Predicted_Rank_2025
Indian Institute  Of Technology Delhi,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),0
Indian Institute  Of Technology Delhi,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,-113
Indian Institute  Of Technology Delhi,"MATHEMATICS AND COMPUTING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",EWS,65
Indian Institute  Of Technology Delhi,"MATHEMATICS AND COMPUTING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OBC-NCL,1139
Indian Institute  Of Technology Delhi,"MATHEMATICS AND COMPUTING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OPEN,2012
Indian Institute  Of Technology Delhi,"MATHEMATICS AND COMPUTING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",SC,134
Indian Institute  Of Technology Delhi,"MATHEMATICS AND COMPUTING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",ST,231
Indian Institute  Of Technology Delhi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,949
Indian Institute  Of Technology Delhi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,978
Indian Institute  Of Technology Delhi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),41
Indian Institute  Of Technology Delhi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,1791
Indian Institute  Of Technology Delhi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),23
Indian Institute  Of Technology Delhi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1242
Indian Institute  Of Technology Delhi,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,336
Indian Institute  Of Technology Delhi,"PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1092
Indian Institute  Of Technology Delhi,"PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1923
Indian Institute  Of Technology Delhi,"PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2965
Indian Institute  Of Technology Delhi,"PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1306
Indian Institute  Of Technology Delhi,"PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1117
Indian Institute  Of Technology Delhi,"TEXTILE TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1025
Indian Institute  Of Technology Delhi,"TEXTILE TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2828
Indian Institute  Of Technology Delhi,"TEXTILE TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,11696
Indian Institute  Of Technology Delhi,"TEXTILE TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1759
Indian Institute  Of Technology Delhi,"TEXTILE TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1498
Indian Institute  Of Technology Gandhinagar,"ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,258
Indian Institute  Of Technology Gandhinagar,"ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1037
Indian Institute  Of Technology Gandhinagar,"ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,1852
Indian Institute  Of Technology Gandhinagar,"ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),127
Indian Institute  Of Technology Gandhinagar,"ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,974
Indian Institute  Of Technology Gandhinagar,"ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,188
Indian Institute  Of Technology Gandhinagar,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1288
Indian Institute  Of Technology Gandhinagar,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3572
Indian Institute  Of Technology Gandhinagar,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,17424
Indian Institute  Of Technology Gandhinagar,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1928
Indian Institute  Of Technology Gandhinagar,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1160
Indian Institute  Of Technology Gandhinagar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1591
Indian Institute  Of Technology Gandhinagar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3948
Indian Institute  Of Technology Gandhinagar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,8205
Indian Institute  Of Technology Gandhinagar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2199
Indian Institute  Of Technology Gandhinagar,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,582
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,284
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1971
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),56
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,1618
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),121
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,341
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,131
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",EWS,1103
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OBC-NCL,3626
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OBC-NCL (PWD),67
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OPEN,2212
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",SC,528
Indian Institute  Of Technology Gandhinagar,"COMPUTER SCIENCE AND ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",ST,285
Indian Institute  Of Technology Gandhinagar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1945
Indian Institute  Of Technology Gandhinagar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1693
Indian Institute  Of Technology Gandhinagar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,3954
Indian Institute  Of Technology Gandhinagar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1208
Indian Institute  Of Technology Gandhinagar,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,763
Indian Institute  Of Technology Gandhinagar,"ELECTRICAL ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",EWS,1671
Indian Institute  Of Technology Gandhinagar,"ELECTRICAL ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OBC-NCL,2277
Indian Institute  Of Technology Gandhinagar,"ELECTRICAL ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OPEN,4110
Indian Institute  Of Technology Gandhinagar,"ELECTRICAL ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",SC,1727
Indian Institute  Of Technology Gandhinagar,"ELECTRICAL ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",ST,519
Indian Institute  Of Technology Gandhinagar,"MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1836
Indian Institute  Of Technology Gandhinagar,"MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4319
Indian Institute  Of Technology Gandhinagar,"MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,9423
Indian Institute  Of Technology Gandhinagar,"MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2510
Indian Institute  Of Technology Gandhinagar,"MATERIALS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1151
Indian Institute  Of Technology Gandhinagar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1189
Indian Institute  Of Technology Gandhinagar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2802
Indian Institute  Of Technology Gandhinagar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,14962
Indian Institute  Of Technology Gandhinagar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1681
Indian Institute  Of Technology Gandhinagar,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1343
Indian Institute  Of Technology Gandhinagar,"MECHANICAL ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",EWS,1231
Indian Institute  Of Technology Gandhinagar,"MECHANICAL ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OBC-NCL,3500
Indian Institute  Of Technology Gandhinagar,"MECHANICAL ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",OPEN,12032
Indian Institute  Of Technology Gandhinagar,"MECHANICAL ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",SC,2076
Indian Institute  Of Technology Gandhinagar,"MECHANICAL ENGINEERING (5 YEARS, BACHELOR AND MASTER OF TECHNOLOGY (DUAL DEGREE))",ST,1097
Indian Institute  Of Technology Guwahati,"BIOSCIENCES AND BIOENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1370
Indian Institute  Of Technology Guwahati,"BIOSCIENCES AND BIOENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3974
Indian Institute  Of Technology Guwahati,"BIOSCIENCES AND BIOENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,18008
Indian Institute  Of Technology Guwahati,"BIOSCIENCES AND BIOENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2502
Indian Institute  Of Technology Guwahati,"BIOSCIENCES AND BIOENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1266
Indian Institute  Of Technology Guwahati,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,842
Indian Institute  Of Technology Guwahati,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2496
Indian Institute  Of Technology Guwahati,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12997
Indian Institute  Of Technology Guwahati,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1178
Indian Institute  Of Technology Guwahati,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,813
Indian Institute  Of Technology Guwahati,"CHEMICAL SCIENCE AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1092
Indian Institute  Of Technology Guwahati,"CHEMICAL SCIENCE AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3066
Indian Institute  Of Technology Guwahati,"CHEMICAL SCIENCE AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,13973
Indian Institute  Of Technology Guwahati,"CHEMICAL SCIENCE AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1606
Indian Institute  Of Technology Guwahati,"CHEMICAL SCIENCE AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,697
Indian Institute  Of Technology Guwahati,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1142
Indian Institute  Of Technology Guwahati,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3086
Indian Institute  Of Technology Guwahati,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,16569
Indian Institute  Of Technology Guwahati,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1612
Indian Institute  Of Technology Guwahati,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1323
Indian Institute  Of Technology Guwahati,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,586
Indian Institute  Of Technology Guwahati,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,398
Indian Institute  Of Technology Guwahati,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),-2
Indian Institute  Of Technology Guwahati,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2472
Indian Institute  Of Technology Guwahati,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),15
Indian Institute  Of Technology Guwahati,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,207
Indian Institute  Of Technology Guwahati,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),8
Indian Institute  Of Technology Guwahati,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,166
Indian Institute  Of Technology Guwahati,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,149
Indian Institute  Of Technology Guwahati,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1129
Indian Institute  Of Technology Guwahati,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,3551
Indian Institute  Of Technology Guwahati,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,324
Indian Institute  Of Technology Guwahati,"DATA SCIENCE AND ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,180
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,263
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2928
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),47
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,1623
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),78
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,444
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,363
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,357
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,950
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2130
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),158
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1548
Indian Institute  Of Technology Guwahati,"ELECTRONICS AND ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,322
Indian Institute  Of Technology Guwahati,"ENERGY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1025
Indian Institute  Of Technology Guwahati,"ENERGY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2817
Indian Institute  Of Technology Guwahati,"ENERGY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,10244
Indian Institute  Of Technology Guwahati,"ENERGY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1636
Indian Institute  Of Technology Guwahati,"ENERGY ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,610
Indian Institute  Of Technology Guwahati,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1160
Indian Institute  Of Technology Guwahati,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2776
Indian Institute  Of Technology Guwahati,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,15684
Indian Institute  Of Technology Guwahati,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1874
Indian Institute  Of Technology Guwahati,"ENGINEERING PHYSICS (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1225
Indian Institute  Of Technology Guwahati,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,184
Indian Institute  Of Technology Guwahati,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2049
Indian Institute  Of Technology Guwahati,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,924
Indian Institute  Of Technology Guwahati,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),56
Indian Institute  Of Technology Guwahati,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,422
Indian Institute  Of Technology Guwahati,"MATHEMATICS AND COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,259
Indian Institute  Of Technology Guwahati,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1972
Indian Institute  Of Technology Guwahati,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2006
Indian Institute  Of Technology Guwahati,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12007
Indian Institute  Of Technology Guwahati,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,993
Indian Institute  Of Technology Guwahati,"MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1749
Indian Institute  Of Technology Hyderabad,"ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,115
Indian Institute  Of Technology Hyderabad,"ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,431
Indian Institute  Of Technology Hyderabad,"ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2957
Indian Institute  Of Technology Hyderabad,"ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,302
Indian Institute  Of Technology Hyderabad,"ARTIFICIAL INTELLIGENCE (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,87
Indian Institute  Of Technology Hyderabad,"BIOMEDICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1417
Indian Institute  Of Technology Hyderabad,"BIOMEDICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,4086
Indian Institute  Of Technology Hyderabad,"BIOMEDICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,17091
Indian Institute  Of Technology Hyderabad,"BIOMEDICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2022
Indian Institute  Of Technology Hyderabad,"BIOMEDICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,914
Indian Institute  Of Technology Hyderabad,"BIOTECHNOLOGY AND BIOINFORMATICS (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1426
Indian Institute  Of Technology Hyderabad,"BIOTECHNOLOGY AND BIOINFORMATICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3613
Indian Institute  Of Technology Hyderabad,"BIOTECHNOLOGY AND BIOINFORMATICS (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,17829
Indian Institute  Of Technology Hyderabad,"BIOTECHNOLOGY AND BIOINFORMATICS (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2264
Indian Institute  Of Technology Hyderabad,"BIOTECHNOLOGY AND BIOINFORMATICS (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1347
Indian Institute  Of Technology Hyderabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,910
Indian Institute  Of Technology Hyderabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2314
Indian Institute  Of Technology Hyderabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12298
Indian Institute  Of Technology Hyderabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1244
Indian Institute  Of Technology Hyderabad,"CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,858
Indian Institute  Of Technology Hyderabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1151
Indian Institute  Of Technology Hyderabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3092
Indian Institute  Of Technology Hyderabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,14255
Indian Institute  Of Technology Hyderabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,1676
Indian Institute  Of Technology Hyderabad,"CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1586
Indian Institute  Of Technology Hyderabad,"COMPUTATIONAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,197
Indian Institute  Of Technology Hyderabad,"COMPUTATIONAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,1774
Indian Institute  Of Technology Hyderabad,"COMPUTATIONAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,1730
Indian Institute  Of Technology Hyderabad,"COMPUTATIONAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,476
Indian Institute  Of Technology Hyderabad,"COMPUTATIONAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,-320
Indian Institute  Of Technology Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,584
Indian Institute  Of Technology Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,319
Indian Institute  Of Technology Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,2318
Indian Institute  Of Technology Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),21
Indian Institute  Of Technology Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,211
Indian Institute  Of Technology Hyderabad,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,97
Indian Institute  Of Technology Hyderabad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,290
Indian Institute  Of Technology Hyderabad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,941
Indian Institute  Of Technology Hyderabad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,1886
Indian Institute  Of Technology Hyderabad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),38
Indian Institute  Of Technology Hyderabad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,549
Indian Institute  Of Technology Hyderabad,"ELECTRICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,357
Indian Institute  Of Technology Hyderabad,"ELECTRICAL ENGINEERING (IC DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,263
Indian Institute  Of Technology Hyderabad,"ELECTRICAL ENGINEERING (IC DESIGN AND TECHNOLOGY) (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,2192
