College,Course,Category,Predicted_Rank_2025
"Assam University, Silchar","AGRICULTURAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,12999
"Assam University, Silchar","AGRICULTURAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,156758
"Assam University, Silchar","AGRICULTURAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,147289
"Assam University, Silchar","AGRICULTURAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),5098
"Assam University, Silchar","AGRICULTURAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,20691
"Assam University, Silchar","AGRICULTURAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,7615
"Assam University, Silchar","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2222
"Assam University, Silchar","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,80191
"Assam University, Silchar","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,49991
"Assam University, Silchar","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2293
"Assam University, Silchar","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,6625
"Assam University, Silchar","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,6419
"Assam University, Silchar","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,21407
"Assam University, Silchar","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,86152
"Assam University, Silchar","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,144596
"Assam University, Silchar","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2983
"Assam University, Silchar","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,18192
"Assam University, Silchar","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,7327
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1085
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,3607
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,12738
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),192
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,2355
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC (PWD),34
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1823
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST (PWD),86
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,3166
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,9414
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),393
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,15495
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),568
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,4252
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1538
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND M. TECH (IT) (5 YEARS, INTEGRATED B. TECH. AND M. TECH.)",EWS,2671
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND M. TECH (IT) (5 YEARS, INTEGRATED B. TECH. AND M. TECH.)",OBC-NCL,7058
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND M. TECH (IT) (5 YEARS, INTEGRATED B. TECH. AND M. TECH.)",OBC-NCL (PWD),843
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND M. TECH (IT) (5 YEARS, INTEGRATED B. TECH. AND M. TECH.)",OPEN,14169
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND M. TECH (IT) (5 YEARS, INTEGRATED B. TECH. AND M. TECH.)",OPEN (PWD),29
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND M. TECH (IT) (5 YEARS, INTEGRATED B. TECH. AND M. TECH.)",SC,5427
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND M. TECH (IT) (5 YEARS, INTEGRATED B. TECH. AND M. TECH.)",ST,2599
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND MBA (5 YEARS, INTEGRATED B. TECH. AND MBA)",EWS,2562
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND MBA (5 YEARS, INTEGRATED B. TECH. AND MBA)",OBC-NCL,7770
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND MBA (5 YEARS, INTEGRATED B. TECH. AND MBA)",OBC-NCL (PWD),1030
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND MBA (5 YEARS, INTEGRATED B. TECH. AND MBA)",OPEN,17381
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND MBA (5 YEARS, INTEGRATED B. TECH. AND MBA)",SC,6191
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"INTEGRATED B. TECH.(IT) AND MBA (5 YEARS, INTEGRATED B. TECH. AND MBA)",ST,3150
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"MATHEMATICS AND SCIENTIFIC COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,1776
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"MATHEMATICS AND SCIENTIFIC COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,5075
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"MATHEMATICS AND SCIENTIFIC COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,16258
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"MATHEMATICS AND SCIENTIFIC COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1030
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"MATHEMATICS AND SCIENTIFIC COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,3063
Atal Bihari Vajpayee Indian Institute Of Information Technology & Management Gwalior,"MATHEMATICS AND SCIENTIFIC COMPUTING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,1668
"Birla Institute Of Technology, Deoghar Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,17746
"Birla Institute Of Technology, Deoghar Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,18935
"Birla Institute Of Technology, Deoghar Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,43749
"Birla Institute Of Technology, Deoghar Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1378
"Birla Institute Of Technology, Deoghar Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,22254
"Birla Institute Of Technology, Deoghar Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,14875
"Birla Institute Of Technology, Deoghar Off-Campus","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2112
"Birla Institute Of Technology, Deoghar Off-Campus","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,19412
"Birla Institute Of Technology, Deoghar Off-Campus","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,44287
"Birla Institute Of Technology, Deoghar Off-Campus","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,19447
"Birla Institute Of Technology, Deoghar Off-Campus","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,-8521
"Birla Institute Of Technology, Deoghar Off-Campus","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,2512
"Birla Institute Of Technology, Deoghar Off-Campus","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,21509
"Birla Institute Of Technology, Deoghar Off-Campus","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,125982
"Birla Institute Of Technology, Deoghar Off-Campus","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,21423
"Birla Institute Of Technology, Deoghar Off-Campus","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,15958
"Birla Institute Of Technology, Deoghar Off-Campus","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,24791
"Birla Institute Of Technology, Deoghar Off-Campus","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,20724
"Birla Institute Of Technology, Deoghar Off-Campus","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,122097
"Birla Institute Of Technology, Deoghar Off-Campus","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,28183
"Birla Institute Of Technology, Deoghar Off-Campus","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,-8356
"Birla Institute Of Technology, Mesra,  Ranchi","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",EWS,1618
"Birla Institute Of Technology, Mesra,  Ranchi","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OBC-NCL,826
"Birla Institute Of Technology, Mesra,  Ranchi","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",OPEN,-843
"Birla Institute Of Technology, Mesra,  Ranchi","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",SC,-665
"Birla Institute Of Technology, Mesra,  Ranchi","ARCHITECTURE  (5 YEARS, BACHELOR OF ARCHITECTURE)",ST,-86
"Birla Institute Of Technology, Mesra,  Ranchi","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,12214
"Birla Institute Of Technology, Mesra,  Ranchi","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,8461
"Birla Institute Of Technology, Mesra,  Ranchi","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),484
"Birla Institute Of Technology, Mesra,  Ranchi","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,19902
"Birla Institute Of Technology, Mesra,  Ranchi","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),-2026
"Birla Institute Of Technology, Mesra,  Ranchi","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,5831
"Birla Institute Of Technology, Mesra,  Ranchi","ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,3914
"Birla Institute Of Technology, Mesra,  Ranchi","BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,17845
"Birla Institute Of Technology, Mesra,  Ranchi","BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,20051
"Birla Institute Of Technology, Mesra,  Ranchi","BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,50678
"Birla Institute Of Technology, Mesra,  Ranchi","BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),4046
"Birla Institute Of Technology, Mesra,  Ranchi","BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,24293
"Birla Institute Of Technology, Mesra,  Ranchi","BIO TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4868
"Birla Institute Of Technology, Mesra,  Ranchi","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,4565
"Birla Institute Of Technology, Mesra,  Ranchi","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,18146
"Birla Institute Of Technology, Mesra,  Ranchi","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),1826
"Birla Institute Of Technology, Mesra,  Ranchi","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,44436
"Birla Institute Of Technology, Mesra,  Ranchi","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2463
"Birla Institute Of Technology, Mesra,  Ranchi","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,28530
"Birla Institute Of Technology, Mesra,  Ranchi","CHEMICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,-2864
"Birla Institute Of Technology, Mesra,  Ranchi","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,4845
"Birla Institute Of Technology, Mesra,  Ranchi","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,17130
"Birla Institute Of Technology, Mesra,  Ranchi","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),1455
"Birla Institute Of Technology, Mesra,  Ranchi","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,46851
"Birla Institute Of Technology, Mesra,  Ranchi","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),3777
"Birla Institute Of Technology, Mesra,  Ranchi","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,7231
"Birla Institute Of Technology, Mesra,  Ranchi","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,15530
"Birla Institute Of Technology, Mesra,  Ranchi","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,3136
"Birla Institute Of Technology, Mesra,  Ranchi","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,8516
"Birla Institute Of Technology, Mesra,  Ranchi","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),628
"Birla Institute Of Technology, Mesra,  Ranchi","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,43727
"Birla Institute Of Technology, Mesra,  Ranchi","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),3625
"Birla Institute Of Technology, Mesra,  Ranchi","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,5750
"Birla Institute Of Technology, Mesra,  Ranchi","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,9715
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,13586
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,13001
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,29628
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,19571
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,5118
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,13603
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,12855
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),1529
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,24954
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),1140
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,9168
"Birla Institute Of Technology, Mesra,  Ranchi","ELECTRONICS AND COMMUNICATION ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,15536
"Birla Institute Of Technology, Mesra,  Ranchi","FOOD ENGINEERING  AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,15984
"Birla Institute Of Technology, Mesra,  Ranchi","FOOD ENGINEERING  AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,20005
"Birla Institute Of Technology, Mesra,  Ranchi","FOOD ENGINEERING  AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,52723
"Birla Institute Of Technology, Mesra,  Ranchi","FOOD ENGINEERING  AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,22491
"Birla Institute Of Technology, Mesra,  Ranchi","FOOD ENGINEERING  AND TECHNOLOGY (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,6572
"Birla Institute Of Technology, Mesra,  Ranchi","MATHEMATICS AND COMPUTING (5 YEARS, INTEGRATED MASTER OF SCIENCE)",EWS,15197
"Birla Institute Of Technology, Mesra,  Ranchi","MATHEMATICS AND COMPUTING (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OBC-NCL,13435
"Birla Institute Of Technology, Mesra,  Ranchi","MATHEMATICS AND COMPUTING (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OPEN,24617
"Birla Institute Of Technology, Mesra,  Ranchi","MATHEMATICS AND COMPUTING (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OPEN (PWD),1503
"Birla Institute Of Technology, Mesra,  Ranchi","MATHEMATICS AND COMPUTING (5 YEARS, INTEGRATED MASTER OF SCIENCE)",SC,10381
"Birla Institute Of Technology, Mesra,  Ranchi","MATHEMATICS AND COMPUTING (5 YEARS, INTEGRATED MASTER OF SCIENCE)",ST,15339
"Birla Institute Of Technology, Mesra,  Ranchi","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,11810
"Birla Institute Of Technology, Mesra,  Ranchi","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,15747
"Birla Institute Of Technology, Mesra,  Ranchi","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,38194
"Birla Institute Of Technology, Mesra,  Ranchi","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,7325
"Birla Institute Of Technology, Mesra,  Ranchi","MECHANICAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,-2186
"Birla Institute Of Technology, Mesra,  Ranchi","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",EWS,23231
"Birla Institute Of Technology, Mesra,  Ranchi","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OBC-NCL,18160
"Birla Institute Of Technology, Mesra,  Ranchi","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OPEN,46962
"Birla Institute Of Technology, Mesra,  Ranchi","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",SC,24732
"Birla Institute Of Technology, Mesra,  Ranchi","PHYSICS (5 YEARS, INTEGRATED MASTER OF SCIENCE)",ST,21609
"Birla Institute Of Technology, Mesra,  Ranchi","PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,4707
"Birla Institute Of Technology, Mesra,  Ranchi","PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,19883
"Birla Institute Of Technology, Mesra,  Ranchi","PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,111438
"Birla Institute Of Technology, Mesra,  Ranchi","PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,22017
"Birla Institute Of Technology, Mesra,  Ranchi","PRODUCTION AND INDUSTRIAL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,-3184
"Birla Institute Of Technology, Mesra,  Ranchi","QUANTITATIVE ECONOMICS & DATA SCIENCE (5 YEARS, INTEGRATED MASTER OF SCIENCE)",EWS,17164
"Birla Institute Of Technology, Mesra,  Ranchi","QUANTITATIVE ECONOMICS & DATA SCIENCE (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OBC-NCL,13333
"Birla Institute Of Technology, Mesra,  Ranchi","QUANTITATIVE ECONOMICS & DATA SCIENCE (5 YEARS, INTEGRATED MASTER OF SCIENCE)",OPEN,99915
"Birla Institute Of Technology, Mesra,  Ranchi","QUANTITATIVE ECONOMICS & DATA SCIENCE (5 YEARS, INTEGRATED MASTER OF SCIENCE)",SC,8138
"Birla Institute Of Technology, Mesra,  Ranchi","QUANTITATIVE ECONOMICS & DATA SCIENCE (5 YEARS, INTEGRATED MASTER OF SCIENCE)",ST,20779
"Birla Institute Of Technology, Patna Off-Campus","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,10906
"Birla Institute Of Technology, Patna Off-Campus","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,23271
"Birla Institute Of Technology, Patna Off-Campus","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,63893
"Birla Institute Of Technology, Patna Off-Campus","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,17484
"Birla Institute Of Technology, Patna Off-Campus","CIVIL ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,4690
"Birla Institute Of Technology, Patna Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,7052
"Birla Institute Of Technology, Patna Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,16860
"Birla Institute Of Technology, Patna Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL (PWD),1910
"Birla Institute Of Technology, Patna Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,71896
"Birla Institute Of Technology, Patna Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN (PWD),2236
"Birla Institute Of Technology, Patna Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,7036
"Birla Institute Of Technology, Patna Off-Campus","COMPUTER SCIENCE AND ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",ST,10235
"Birla Institute Of Technology, Patna Off-Campus","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",EWS,13784
"Birla Institute Of Technology, Patna Off-Campus","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OBC-NCL,21240
"Birla Institute Of Technology, Patna Off-Campus","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",OPEN,52547
"Birla Institute Of Technology, Patna Off-Campus","ELECTRICAL AND ELECTRONICS ENGINEERING (4 YEARS, BACHELOR OF TECHNOLOGY)",SC,6725
