College,Course,Category,Predicted_Rank_2025,Allotted_Rank_2023,Allotted_Rank_2024
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING,SC,112694,27062.0,38227.0
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",COMPUTER ENGINEERING,SEBC,77020,23912.0,26126.0
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",ELECTRICAL ENGINEERING,OPEN,49980,30054.0,38757.0
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,OPEN,26762,13536.0,19033.0
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,OPEN-EWS,26762,14459.0,19033.0
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,SC,42147,29147.0,29974.0
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,SEBC,42147,21951.0,29974.0
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",INFORMATION TECHNOLOGY,ST,42147,29331.0,29974.0
"C. K. PITHAWALA COLLEGE OF ENGG. & TECH., SURAT",MECHANICAL ENGINEERING,OPEN,51105,29365.0,38739.0
"C.U.SHAH COLLEGE OF ENGG.& TECH.,WADHVAN",COMPUTER ENGINEERING,OPEN,46089,29540.0,36898.0
"CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING &
TECHNOLOGY",MANUFACTURING ENGINEERING,OPEN,77607,18311.0,37697.0
"CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING &
TECHNOLOGY",PLASTIC ENGINEERING,OPEN,57435,25814.0,38505.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",COMPUTER ENGINEERING,OPEN,88115,1862.0,12809.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF TECHNOLOGY (CSPIT), CHANGA",COMPUTER ENGINEERING,SC,88115,11351.0,12809.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER ENGINEERING,ESM,81152,7288.0,17407.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER ENGINEERING,OPEN,74657,3435.0,16014.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER ENGINEERING,OPEN-EWS,74657,3578.0,16014.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER ENGINEERING,SC,74657,13697.0,16014.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",INFORMATION TECHNOLOGY,OPEN,58168,3647.0,14565.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY
(CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",INFORMATION TECHNOLOGY,SC,58168,16280.0,14565.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,ESM,15501,11797.0,3955.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,OPEN,62827,4090.0,16030.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,OPEN-EWS,62827,4562.0,16030.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,SC,62827,17215.0,16030.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,SEBC,24899,11173.0,6353.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,ST,127797,16376.0,32607.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",CIVIL ENGINEERING,OPEN,17517,29591.0,22767.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",COMPUTER SCIENCE & ENGG,OPEN,64706,1612.0,10213.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRICAL ENGINEERING,OPEN,40500,27955.5,33648.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRONICS & COMMUNICATION ENGG.,ESM,60932,17589.0,20783.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRONICS & COMMUNICATION ENGG.,OPEN,100077,11643.0,34135.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRONICS & COMMUNICATION ENGG.,OPEN-EWS,100077,14267.0,34135.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",ELECTRONICS & COMMUNICATION ENGG.,SC,100077,29146.0,34135.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",INFORMATION TECHNOLOGY,OPEN,64033,2858.0,13528.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",INFORMATION TECHNOLOGY,OPEN-EWS,64033,3074.0,13528.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",INFORMATION TECHNOLOGY,SEBC,25120,4890.0,5307.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",MECHANICAL ENGINEERING,OPEN,24576,16133.0,19912.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",MECHANICAL ENGINEERING,OPEN-EWS,24576,23619.0,19912.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - CHANDUBHAI S PATEL INSTITUTE OF
TECHNOLOGY (CSPIT), CHANGA",MECHANICAL ENGINEERING,SEBC,36716,29123.0,29748.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG,ESM,19299,7521.0,3381.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG,OPEN,98105,3011.0,17187.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG,OPEN-EWS,98105,3271.0,17187.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG,SEBC,34791,5764.0,6095.0
"CHAROTAR UNIVERSITY OF SCIENCE & TECHNOLOGY (CHARUSAT) - DEVANG PATEL INSTITUTE OF ADVANCE
TECHNOLOGY AND RESEARCH (DEPSTAR), CHANGA",COMPUTER SCIENCE & ENGG,ST,198424,28507.0,34762.0
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",OPEN,50223,30181.0,38933.0
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",CHEMICAL ENGINEERING,OPEN,65364,21567.0,37546.0
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",CIVIL ENGINEERING,OPEN,52682,24050.0,35595.0
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",COMPUTER ENGINEERING,OPEN,48871,30314.0,38490.0
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",CYBER SECURITY,OPEN,51168,28359.0,38093.0
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",ELECTRICAL ENGINEERING,OPEN,32157,30126.0,31125.0
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI","ELECTRONICS & COMMUNICATION
ENGG.",OPEN,43265,30093.0,36083.0
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",INFORMATION TECHNOLOGY,OPEN,49636,29960.0,38563.0
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI,
BARDOLI",MECHANICAL ENGINEERING,OPEN,57722,22759.0,36245.0
"CHHOTUBHAI GOPALBHAI PATEL INSTITUTE OF TECH., TARSADI, BARDOLI",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN,51651,27174.0,37464.0
"D. A. DEGREE ENGINEERING AND TECHNOLOGY,
MAHEMDABAD, KHEDA",CIVIL ENGINEERING,OPEN,11480,11340.0,11410.0
"D. A. DEGREE ENGINEERING AND TECHNOLOGY,
MAHEMDABAD, KHEDA",COMPUTER ENGINEERING,OPEN,52088,28461.0,38503.0
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",CIVIL ENGINEERING,OPEN,44660,27832.0,35256.0
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",COMPUTER SCIENCE & ENGG,ESM,69135,27273.0,18446.0
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",COMPUTER SCIENCE & ENGG,OPEN,129642,9229.0,34590.0
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",COMPUTER SCIENCE & ENGG,SC,129642,29678.0,34590.0
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",COMPUTER SCIENCE & ENGG,SEBC,68363,26219.0,18240.0
"DARSHAN INSTITUTE OF ENGG. & TECH., RAJKOT-MORBI
HIGHWAY, HADALA",MECHANICAL ENGINEERING,OPEN,59333,19175.0,33730.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",ESM,478,1573.0,80.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",OPEN,1140,32.0,191.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",OPEN-EWS,1140,33.0,191.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",SC,1140,76.0,191.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",SEBC,812,83.0,136.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR","HONS. IN ICT WITH MINOR IN
COMPUTATIONAL SCIENCES (CS)",ST,20156,1318.0,3377.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,OPEN,812,36.0,171.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,OPEN - PH,812,900967.0,171.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,OPEN-EWS,366,53.0,77.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,SC,366,109.0,77.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,SEBC,812,56.0,171.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH.,
GANDHINAGAR",MATHEMATICS AND COMPUTING,ST,7738,267.0,1629.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),OPEN,1324,119.0,397.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),OPEN-EWS,3410,148.0,1022.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),SC,3410,900323.0,1022.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),SEBC,1324,380.0,397.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),ST,35119,10233.0,10527.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,ESM,10351,900098.0,2174.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN,1519,67.0,319.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN - PH,169656,843.0,35633.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN-EWS,3309,77.0,695.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN-EWS - PH,169656,916395.0,35633.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SC,3309,237.0,695.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SEBC,1519,154.0,319.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,SEBC - PH,1519,19344.0,319.0
"DHIRUBHAI AMBANI INSTITUTE OF INFO. & COMM. TECH., GANDHINAGAR",INFORMATION & COMMUNICATION TECHNOLOGY,ST,40713,4180.0,8551.0
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND",CIVIL ENGINEERING,OPEN,44188,29810.0,36294.0
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND",COMPUTER ENGINEERING,OPEN,75955,19903.0,38881.0
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND",COMPUTER ENGINEERING,OPEN-EWS,61839,26188.0,31655.0
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND",COMPUTER ENGINEERING,SC,61839,21643.0,31655.0
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND",COMPUTER ENGINEERING,SEBC,75955,30265.0,38881.0
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND",ELECTRICAL ENGINEERING,OPEN,39065,29552.0,33977.0
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND",INFORMATION TECHNOLOGY,OPEN,54958,27301.0,38735.0
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND",INFORMATION TECHNOLOGY,OPEN-EWS,54958,30263.0,38735.0
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND",INFORMATION TECHNOLOGY,SC,54958,29779.0,38735.0
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND",INFORMATION TECHNOLOGY,SEBC,54958,28985.0,38735.0
"DR. JIVRAJ MEHTA INSTITUTE OF TECHNOLOGY, ANAND",MECHANICAL ENGINEERING,OPEN,94002,13238.0,35276.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT",CIVIL ENGINEERING,OPEN,46697,30412.0,37685.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT",ELECTRICAL ENGINEERING,OPEN,48049,30516.0,38292.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ELECTRONICS & COMMUNICATION
ENGG.",ESM,45820,29606.0,20697.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ELECTRONICS & COMMUNICATION
ENGG.",OPEN,84181,17176.0,38025.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ELECTRONICS & COMMUNICATION
ENGG.",OPEN-EWS,84181,20277.0,38025.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ELECTRONICS & COMMUNICATION
ENGG.",SC,84181,28920.0,38025.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT","ELECTRONICS & COMMUNICATION
ENGG.",SEBC,78246,29713.0,35344.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT",ENVIRONMENTAL ENGINEERING,OPEN,50003,30208.0,38865.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT",MECHANICAL ENGINEERING,OPEN,68826,19288.0,36435.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT",MECHANICAL ENGINEERING,OPEN-EWS,68826,24263.0,36435.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT",MECHANICAL ENGINEERING,SC,68826,19611.0,36435.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT",MECHANICAL ENGINEERING,SEBC,69345,25203.0,36710.0
"DR. S & S.S.GHANDHI GOVERNMENT ENGINEERING COLLEGE
SURAT",MECHANICAL ENGINEERING,ST,72904,26497.0,38594.0
"DR. SUBHASH UNIVERSITY, SCHOOL OF ENGINEERING &
TECHNOLOGY, JUNAGADH",COMPUTER SCIENCE & ENGG,OPEN,43056,29997.0,35938.0
"DR. SUBHASH UNIVERSITY, SCHOOL OF ENGINEERING &
TECHNOLOGY, JUNAGADH",INFORMATION TECHNOLOGY,OPEN,15496,25422.0,19848.0
"DR. V.R. GODHANIA COLLEGE OF ENGG. & TECH., PORBANDAR",COMPUTER ENGINEERING,OPEN,17712,28765.0,22572.0
"ENGGINERING COLLEGE, TUWA, GODHARA",COMPUTER ENGINEERING,OPEN,49669,30341.0,38820.0
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY,
AHMEDABAD",COMPUTER SCIENCE & ENGG,ESM,33518,27465.0,19643.0
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY,
AHMEDABAD",COMPUTER SCIENCE & ENGG,OPEN,42235,14505.0,24751.0
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY,
AHMEDABAD",COMPUTER SCIENCE & ENGG,OPEN-EWS,42235,18141.0,24751.0
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY,
AHMEDABAD",COMPUTER SCIENCE & ENGG,SC,42235,30405.0,24751.0
"FACULTY OF ENGINEERING & TECHNOLOGY- GLS UNIVERSITY,
AHMEDABAD",COMPUTER SCIENCE & ENGG,SEBC,54304,30296.0,31824.0
"FACULTY OF ENGINEERING & TECHNOLOGY- SIGMA UNIVERSITY,
BAKROL, VADODARA","ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",OPEN,43355,30226.0,36200.0
"FACULTY OF ENGINEERING & TECHNOLOGY- SIGMA UNIVERSITY,
BAKROL, VADODARA",COMPUTER SCIENCE & ENGG,OPEN,49393,29395.0,38104.0
"FACULTY OF ENGINEERING & TECHNOLOGY- SIGMA UNIVERSITY,
BAKROL, VADODARA",CYBER SECURITY,OPEN,49019,29320.0,37911.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,OPEN,11432,2434.0,5275.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,OPEN-EWS,50284,4303.0,23202.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,SC,16865,4518.0,7782.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,SEBC,11432,4623.0,5275.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CHEMICAL ENGINEERING,ST,50284,22130.0,23202.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,ESM,48238,21707.0,27857.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,OPEN,41456,13825.0,23940.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,OPEN-EWS,61503,18312.0,35517.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,SC,55866,23403.0,32262.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,SEBC,41456,19602.0,23940.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",CIVIL ENGINEERING,ST,61503,26878.0,35517.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGG,ESM,11992,2395.0,1874.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGG,OPEN,21745,531.0,3398.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGG,OPEN-EWS,21745,632.0,3398.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGG,SC,21745,2378.0,3398.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGG,SEBC,9784,1131.0,1529.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGG,SEBC - PH,9784,23797.0,1529.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",COMPUTER SCIENCE & ENGG,ST,71000,11121.0,11095.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,ESM,48831,10703.0,19407.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,OPEN,44672,7056.0,17754.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,OPEN-EWS,46338,11510.0,18416.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,SC,46338,24610.0,18416.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,SEBC,44672,15799.0,17754.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRICAL ENGINEERING,ST,95850,24559.0,38094.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,OPEN,10966,4544.0,7059.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,OPEN-EWS,14742,6053.0,9490.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,SC,14742,6402.0,9490.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,SEBC,10966,13274.0,7059.0
"FACULTY OF TECHNOLOGY & ENGINEERING(MSU), VADODARA",ELECTRONICS ENGINEERING,ST,33182,29322.0,21360.0
